,ticker,stkpx,expirdate,yte,strike,transact_date,transact_pbidpx,transact_pvalue,transact_paskpx,pbidpx,pvalue,paskpx,delta,gamma,theta,vega,rho,phi,trade_date,PeriodPnL,TotalPnL,Loss100,LossDate,MinLossDate,stopLoss
1112,AAPL,221.35,2018-11-16,0.0411,215.0,2018-10-04,3.95,4.01,4.0,5.1,5.07,5.25,0.638602,0.019292,-0.258556,0.17006,0.053498000000000004,-0.057948,2018-11-01,-1.0600000000000005,-81.38000000000001,False,,2018-10-29,False
1113,AAPL,205.63,2018-11-16,0.038360000000000005,215.0,2018-10-04,3.95,4.01,4.0,11.4,11.54,11.6,0.234537,0.024284,-0.14421199999999998,0.126503,0.017828,-0.018449,2018-11-02,-7.529999999999999,-88.91000000000001,False,,2018-10-29,False
1116,AAPL,208.9,2018-11-16,0.024659999999999998,215.0,2018-10-04,3.95,4.01,4.0,7.5,7.61,7.65,0.210256,0.036451,-0.131605,0.094532,0.010582,-0.010806999999999999,2018-11-07,-3.6000000000000005,-92.51,False,,2018-10-29,False
1117,AAPL,207.99,2018-11-16,0.02192,215.0,2018-10-04,3.95,4.01,4.0,7.55,7.62,7.7,0.179204,0.036141,-0.121252,0.08099400000000001,0.008029000000000001,-0.008182,2018-11-08,-3.6100000000000003,-96.12,False,,2018-10-29,False
1118,AAPL,204.42,2018-11-16,0.019180000000000003,215.0,2018-10-04,3.95,4.01,4.0,10.7,10.78,10.95,0.08182400000000001,0.02087,-0.079624,0.041510000000000005,0.0031620000000000003,-0.003214,2018-11-09,-6.77,-102.89,False,,2018-10-29,False
1124,AAPL,207.99,2018-12-21,0.11780999999999998,200.0,2018-11-08,3.65,3.48,3.75,3.65,3.48,3.75,0.705476,0.019475,-0.081889,0.247625,0.158638,-0.172913,2018-11-08,0.0,-102.89,False,,2018-11-13,False
1125,AAPL,204.42,2018-12-21,0.11507,200.0,2018-11-08,3.65,3.48,3.75,4.9,4.95,5.0,0.628161,0.020844,-0.09160399999999999,0.262356,0.136286,-0.147802,2018-11-09,-1.4700000000000002,-104.36,False,,2018-11-13,False
1126,AAPL,194.41,2018-12-21,0.10685,200.0,2018-11-08,3.65,3.48,3.75,10.25,10.3,10.4,0.415405,0.021049000000000002,-0.099991,0.25138299999999997,0.08064,-0.08631799999999999,2018-11-12,-6.82,-111.18,False,,2018-11-13,False
1130,AAPL,194.13,2018-12-21,0.09589,200.0,2018-11-08,3.65,3.48,3.75,9.9,9.9,10.0,0.394117,0.022849,-0.098648,0.231146,0.069076,-0.073392,2018-11-16,-6.42,-117.60000000000001,False,,2018-11-13,False
1153,AAPL,170.63,2019-01-18,0.11507,160.0,2018-12-07,3.45,3.46,3.6,3.45,3.46,3.6,0.7373460000000001,0.016146999999999998,-0.089225,0.188736,0.128414,-0.145422,2018-12-07,0.0,-117.60000000000001,False,,2018-12-21,False
1154,AAPL,169.22,2019-01-18,0.10685,160.0,2018-12-07,3.45,3.46,3.6,3.65,3.64,3.7,0.7180310000000001,0.01745,-0.094537,0.190614,0.11551600000000001,-0.129855,2018-12-10,-0.18000000000000016,-117.78000000000002,False,,2018-12-21,False
1155,AAPL,169.01,2019-01-18,0.10411,160.0,2018-12-07,3.45,3.46,3.6,3.55,3.51,3.65,0.718406,0.017995,-0.093717,0.188153,0.112848,-0.126435,2018-12-11,-0.04999999999999982,-117.83000000000001,False,,2018-12-21,False
1156,AAPL,169.79,2019-01-18,0.10137,160.0,2018-12-07,3.45,3.46,3.6,2.97,2.86,2.99,0.744757,0.018340000000000002,-0.086897,0.17644400000000002,0.114854,-0.12821300000000002,2018-12-12,0.6000000000000001,-117.23000000000002,False,,2018-12-21,False
1157,AAPL,165.47,2019-01-18,0.09589,160.0,2018-12-07,3.45,3.46,3.6,4.3,4.25,4.35,0.656474,0.021277,-0.100379,0.186971,0.09440499999999999,-0.10418699999999999,2018-12-14,-0.79,-118.02000000000002,False,,2018-12-21,False
1158,AAPL,162.86,2019-01-18,0.08767,160.0,2018-12-07,3.45,3.46,3.6,5.45,5.26,5.5,0.5996020000000001,0.022531,-0.113729,0.187141,0.078062,-0.085634,2018-12-17,-1.7999999999999998,-119.82000000000002,False,,2018-12-21,False
1159,AAPL,166.39,2019-01-18,0.08492999999999999,160.0,2018-12-07,3.45,3.46,3.6,3.9,3.83,4.0,0.677596,0.021006,-0.109503,0.176205,0.086701,-0.095782,2018-12-18,-0.3700000000000001,-120.19000000000003,False,,2018-12-21,False
1160,AAPL,160.57,2019-01-18,0.08219,160.0,2018-12-07,3.45,3.46,3.6,5.95,6.02,6.1,0.544532,0.024446000000000002,-0.11508,0.18263900000000002,0.066139,-0.071885,2018-12-19,-2.5599999999999996,-122.75000000000003,False,,2018-12-21,False
1161,AAPL,156.75,2019-01-18,0.07945,160.0,2018-12-07,3.45,3.46,3.6,8.15,8.12,8.3,0.451903,0.024380000000000002,-0.117749,0.17668699999999998,0.052128,-0.056297,2018-12-20,-4.659999999999999,-127.41000000000003,False,,2018-12-21,False
1164,AAPL,155.27,2019-01-18,0.06301,160.0,2018-12-07,3.45,3.46,3.6,8.45,8.51,8.6,0.40384000000000003,0.026117,-0.13123800000000002,0.149402,0.036953,-0.039527,2018-12-26,-5.05,-132.46000000000004,False,,2018-12-21,False
1165,AAPL,155.64,2019-01-18,0.060270000000000004,160.0,2018-12-07,3.45,3.46,3.6,8.25,8.29,8.35,0.41285200000000005,0.026223000000000003,-0.13792100000000002,0.1506,0.036202,-0.038747000000000004,2018-12-27,-4.829999999999999,-137.29000000000005,False,,2018-12-21,False
1166,AAPL,156.21,2019-01-18,0.05753,160.0,2018-12-07,3.45,3.46,3.6,7.6,7.59,7.7,0.41864799999999996,0.028099000000000002,-0.13508399999999998,0.147317,0.035314,-0.037643,2018-12-28,-4.13,-141.42000000000004,False,,2018-12-21,False
1167,AAPL,157.35,2019-01-18,0.049319999999999996,160.0,2018-12-07,3.45,3.46,3.6,6.4,6.44,6.5,0.442251,0.031044,-0.146652,0.136799,0.032348,-0.034336,2018-12-31,-2.9800000000000004,-144.40000000000003,False,,2018-12-21,False
1168,AAPL,157.07,2019-01-18,0.04384,160.0,2018-12-07,3.45,3.46,3.6,6.05,6.02,6.15,0.420109,0.034924000000000004,-0.14363299999999998,0.129065,0.027492000000000003,-0.028943,2019-01-02,-2.5599999999999996,-146.96000000000004,False,,2018-12-21,False
1172,AAPL,150.6,2019-01-18,0.0274,160.0,2018-12-07,3.45,3.46,3.6,9.65,9.75,9.85,0.127387,0.027188,-0.082642,0.054604999999999994,0.00513,-0.005261,2019-01-08,-6.29,-153.25000000000003,False,,2018-12-21,False
1173,AAPL,153.49,2019-01-18,0.024659999999999998,160.0,2018-12-07,3.45,3.46,3.6,7.15,7.19,7.25,0.203596,0.038939,-0.11863499999999999,0.07001900000000001,0.0075120000000000004,-0.007714,2019-01-09,-3.7300000000000004,-156.98000000000002,False,,2018-12-21,False
1174,AAPL,153.83,2019-01-18,0.02192,160.0,2018-12-07,3.45,3.46,3.6,6.65,6.7,6.75,0.18104,0.041379,-0.10758800000000002,0.06018099999999999,0.0059759999999999995,-0.006111,2019-01-10,-3.24,-160.22000000000003,False,,2018-12-21,False
1175,AAPL,152.4,2019-01-18,0.019180000000000003,160.0,2018-12-07,3.45,3.46,3.6,7.7,7.75,7.85,0.090288,0.0302,-0.064185,0.035799,0.0026,-0.002643,2019-01-11,-4.29,-164.51000000000002,False,,2018-12-21,False
1176,AAPL,149.78,2019-01-18,0.01096,160.0,2018-12-07,3.45,3.46,3.6,10.15,10.22,10.3,0.01756,0.009359000000000001,-0.025454,0.0067209999999999995,0.000286,-0.00028900000000000003,2019-01-14,-6.760000000000001,-171.27,False,,2018-12-21,False
1177,AAPL,153.12,2019-01-18,0.00822,160.0,2018-12-07,3.45,3.46,3.6,6.85,6.9,7.0,0.03508,0.021112,-0.04799,0.010618,0.000439,-0.000443,2019-01-15,-3.4400000000000004,-174.71,False,,2018-12-21,False
1178,AAPL,154.67,2019-01-18,0.00548,160.0,2018-12-07,3.45,3.46,3.6,5.3,5.39,5.45,0.06122999999999999,0.036201,-0.102351,0.014377000000000001,0.000517,-0.000521,2019-01-16,-1.9299999999999997,-176.64000000000001,False,,2018-12-21,False
1179,AAPL,155.43,2019-01-18,0.00274,160.0,2018-12-07,3.45,3.46,3.6,4.55,4.59,4.75,0.036254,0.031942,-0.099258,0.006108,0.000155,-0.000156,2019-01-17,-1.13,-177.77,False,,2018-12-21,False
1180,AAPL,156.31,2019-01-18,0.0,160.0,2018-12-07,3.45,3.46,3.6,3.65,3.69,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2019-01-18,-0.22999999999999998,-178.0,False,,2018-12-21,False
1314,AAPL,204.14,2019-06-21,0.12055,195.0,2019-05-08,3.5,3.43,3.6,3.5,3.43,3.6,0.711829,0.019039,-0.08052899999999999,0.24436300000000002,0.159564,-0.174549,2019-05-08,0.0,-178.0,False,,2019-05-13,False
1315,AAPL,200.39,2019-06-21,0.11780999999999998,195.0,2019-05-08,3.5,3.43,3.6,5.0,4.93,5.1,0.630761,0.020706,-0.08856499999999999,0.259317,0.136476,-0.148369,2019-05-09,-1.4999999999999996,-179.5,False,,2019-05-13,False
1316,AAPL,197.02,2019-06-21,0.11507,195.0,2019-05-08,3.5,3.43,3.6,5.35,5.41,5.45,0.579289,0.023566,-0.085566,0.26071300000000003,0.12215799999999999,-0.13136,2019-05-10,-1.98,-181.48,False,,2019-05-13,False
1318,AAPL,188.9,2019-06-21,0.10411,195.0,2019-05-08,3.5,3.43,3.6,9.55,9.58,9.65,0.380499,0.024278,-0.08459,0.235287,0.070689,-0.074849,2019-05-14,-6.15,-187.63,False,,2019-05-13,False
1319,AAPL,191.35,2019-06-21,0.10137,195.0,2019-05-08,3.5,3.43,3.6,7.5,7.6,7.6,0.431972,0.027032999999999998,-0.084024,0.239767,0.079286,-0.083812,2019-05-15,-4.17,-191.79999999999998,False,,2019-05-13,False
1320,AAPL,190.01,2019-06-21,0.09863,195.0,2019-05-08,3.5,3.43,3.6,8.4,8.45,8.5,0.395769,0.0265,-0.08369,0.22934899999999997,0.070313,-0.07418999999999999,2019-05-16,-5.02,-196.82,False,,2019-05-13,False
1321,AAPL,189.0,2019-06-21,0.09589,195.0,2019-05-08,3.5,3.43,3.6,9.4,9.43,9.5,0.37650300000000003,0.024806,-0.08831,0.225476,0.064567,-0.068254,2019-05-17,-6.0,-202.82,False,,2019-05-13,False
1323,AAPL,187.04,2019-06-21,0.08492999999999999,195.0,2019-05-08,3.5,3.43,3.6,10.25,10.26,10.35,0.310834,0.025490000000000002,-0.083518,0.194196,0.047117,-0.049393,2019-05-21,-6.83,-209.65,False,,2019-05-13,False
1335,AAPL,190.01,2019-06-21,0.038360000000000005,195.0,2019-05-08,3.5,3.43,3.6,6.8,6.89,6.9,0.326328,0.036351999999999995,-0.13305699999999998,0.137377,0.023004,-0.023799,2019-06-07,-3.4599999999999995,-213.11,False,,2019-05-13,False
1336,AAPL,192.85,2019-06-21,0.030139999999999997,195.0,2019-05-08,3.5,3.43,3.6,4.8,4.83,4.9,0.426623,0.042082,-0.17413299999999998,0.130879,0.023956,-0.024817,2019-06-10,-1.4,-214.51000000000002,False,,2019-05-13,False
1337,AAPL,194.91,2019-06-21,0.0274,195.0,2019-05-08,3.5,3.43,3.6,3.6,3.62,3.65,0.512019,0.043867,-0.19021300000000002,0.128716,0.026361000000000002,-0.027368,2019-06-11,-0.18999999999999995,-214.70000000000002,False,,2019-05-13,False
1338,AAPL,194.11,2019-06-21,0.024659999999999998,195.0,2019-05-08,3.5,3.43,3.6,3.7,3.75,3.8,0.474371,0.047566000000000004,-0.195186,0.12088900000000001,0.021985,-0.022729,2019-06-12,-0.31999999999999984,-215.02,False,,2019-05-13,False
1339,AAPL,194.15,2019-06-21,0.02192,195.0,2019-05-08,3.5,3.43,3.6,3.35,3.31,3.4,0.468062,0.05466,-0.189335,0.11400899999999999,0.019377000000000002,-0.019941999999999998,2019-06-13,0.1200000000000001,-214.9,False,,2019-05-13,False
1340,AAPL,193.19,2019-06-21,0.019180000000000003,195.0,2019-05-08,3.5,3.43,3.6,3.55,3.68,3.6,0.408481,0.05715599999999999,-0.195614,0.104522,0.014777,-0.015155000000000002,2019-06-14,-0.25,-215.15,False,,2019-05-13,False
1341,AAPL,193.96,2019-06-21,0.01096,195.0,2019-05-08,3.5,3.43,3.6,2.58,2.6,2.61,0.432209,0.07611799999999999,-0.26459099999999997,0.080674,0.00903,-0.009209,2019-06-17,0.8300000000000001,-214.32,False,,2019-05-13,False
1342,AAPL,198.39,2019-06-21,0.00822,195.0,2019-05-08,3.5,3.43,3.6,0.76,0.99,0.77,0.728907,0.056659,-0.340457,0.060954999999999995,0.011557,-0.011923999999999999,2019-06-18,2.4400000000000004,-211.88,False,,2019-05-13,False
1343,AAPL,198.69,2019-06-21,0.00548,195.0,2019-05-08,3.5,3.43,3.6,0.33,0.42,0.34,0.819194,0.0629,-0.298243,0.040258999999999996,0.008733,-0.008962000000000001,2019-06-19,3.0100000000000002,-208.87,False,,2019-05-13,False
1344,AAPL,199.6,2019-06-21,0.00274,195.0,2019-05-08,3.5,3.43,3.6,0.1,0.17,0.11,0.901401,0.047687,-0.326529,0.018965,0.004845,-0.0049770000000000005,2019-06-20,3.2600000000000002,-205.61,False,,2019-05-13,False
1345,AAPL,199.88,2019-06-21,0.0,195.0,2019-05-08,3.5,3.43,3.6,0.0,0.0,0.01,1.0,0.0,-0.106831,0.0,0.000267,-0.00027400000000000005,2019-06-21,3.43,-202.18,False,,2019-05-13,False
1607,AAPL,309.49,2020-03-20,0.13425,290.0,2020-01-31,6.05,6.19,6.25,6.05,6.19,6.25,0.732086,0.009154,-0.12186,0.374444,0.261594,-0.29380500000000004,2020-01-31,0.0,-202.18,False,,2020-02-27,False
1608,AAPL,308.17,2020-03-20,0.12603,290.0,2020-01-31,6.05,6.19,6.25,5.3,5.44,5.5,0.735618,0.010138,-0.114304,0.36307399999999995,0.21874899999999997,-0.241686,2020-02-03,0.75,-201.43,False,,2020-02-27,False
1609,AAPL,317.79,2020-03-20,0.12329000000000001,290.0,2020-01-31,6.05,6.19,6.25,2.74,2.51,2.88,0.844932,0.007951999999999999,-0.078328,0.270368,0.233404,-0.25960300000000003,2020-02-04,3.6800000000000006,-197.75,False,,2020-02-27,False
1610,AAPL,321.5,2020-03-20,0.12055,290.0,2020-01-31,6.05,6.19,6.25,2.4,2.44,2.42,0.858893,0.007016,-0.078394,0.243644,0.21275500000000003,-0.238335,2020-02-05,3.7500000000000004,-194.0,False,,2020-02-27,False
1611,AAPL,324.71,2020-03-20,0.11780999999999998,290.0,2020-01-31,6.05,6.19,6.25,1.78,2.01,1.81,0.8802620000000001,0.006225,-0.071702,0.21644000000000002,0.20592199999999997,-0.231777,2020-02-06,4.180000000000001,-189.82,False,,2020-02-27,False
1612,AAPL,319.62,2020-03-20,0.11507,290.0,2020-01-31,6.05,6.19,6.25,2.65,2.44,2.67,0.8559479999999999,0.007241,-0.09837699999999999,0.256683,0.276948,-0.31456300000000004,2020-02-07,3.7500000000000004,-186.07,False,,2020-02-27,False
1613,AAPL,320.81,2020-03-20,0.10685,290.0,2020-01-31,6.05,6.19,6.25,2.32,2.35,2.34,0.861509,0.006973999999999999,-0.100961,0.22568200000000002,0.25914899999999996,-0.295069,2020-02-10,3.8400000000000003,-182.23,False,,2020-02-27,False
1614,AAPL,319.16,2020-03-20,0.10411,290.0,2020-01-31,6.05,6.19,6.25,2.52,2.22,2.57,0.861078,0.007404000000000001,-0.098256,0.222146,0.252743,-0.285875,2020-02-11,3.97,-178.26,False,,2020-02-27,False
1615,AAPL,325.96,2020-03-20,0.10137,290.0,2020-01-31,6.05,6.19,6.25,1.48,1.04,1.5,0.921723,0.005203,-0.067216,0.153526,0.266358,-0.304297,2020-02-12,5.15,-173.10999999999999,False,,2020-02-27,False
1616,AAPL,324.49,2020-03-20,0.09863,290.0,2020-01-31,6.05,6.19,6.25,1.56,2.03,1.57,0.8803979999999999,0.006089,-0.102401,0.195403,0.24508400000000002,-0.281517,2020-02-13,4.16,-168.95,False,,2020-02-27,False
1617,AAPL,324.37,2020-03-20,0.09589,290.0,2020-01-31,6.05,6.19,6.25,1.35,0.92,1.37,0.925069,0.005378,-0.064915,0.148883,0.253243,-0.287471,2020-02-14,5.2700000000000005,-163.67999999999998,False,,2020-02-27,False
1618,AAPL,319.16,2020-03-20,0.08492999999999999,290.0,2020-01-31,6.05,6.19,6.25,1.61,1.36,1.63,0.894149,0.007137999999999999,-0.087199,0.179444,0.215906,-0.242125,2020-02-18,4.83,-158.84999999999997,False,,2020-02-27,False
1619,AAPL,323.24,2020-03-20,0.08219,290.0,2020-01-31,6.05,6.19,6.25,1.12,1.71,1.13,0.8887799999999999,0.006272,-0.10696300000000002,0.178278,0.20687600000000003,-0.23587600000000003,2020-02-19,4.48,-154.36999999999998,False,,2020-02-27,False
1620,AAPL,320.51,2020-03-20,0.07945,290.0,2020-01-31,6.05,6.19,6.25,1.5,2.04,1.52,0.870605,0.0070420000000000005,-0.120342,0.195166,0.19534,-0.22145700000000001,2020-02-20,4.15,-150.21999999999997,False,,2020-02-27,False
1621,AAPL,312.2,2020-03-20,0.07671,290.0,2020-01-31,6.05,6.19,6.25,2.94,2.85,2.95,0.81699,0.009755,-0.140448,0.229053,0.175963,-0.195442,2020-02-21,3.3400000000000003,-146.87999999999997,False,,2020-02-27,False
1622,AAPL,300.6,2020-03-20,0.06849,290.0,2020-01-31,6.05,6.19,6.25,6.65,6.79,6.75,0.667604,0.012472,-0.22431900000000002,0.28803,0.125099,-0.137278,2020-02-24,-0.5999999999999996,-147.47999999999996,False,,2020-02-27,False
1623,AAPL,288.6,2020-03-20,0.06575,290.0,2020-01-31,6.05,6.19,6.25,12.05,11.92,12.2,0.5053810000000001,0.014077000000000001,-0.244997,0.29536399999999996,0.088635,-0.095776,2020-02-25,-5.7299999999999995,-153.20999999999995,False,,2020-02-27,False
1624,AAPL,292.75,2020-03-20,0.06301,290.0,2020-01-31,6.05,6.19,6.25,9.45,9.33,9.5,0.5643229999999999,0.014527000000000002,-0.24321199999999998,0.28777800000000003,0.09613,-0.103957,2020-02-26,-3.1399999999999997,-156.34999999999994,False,,2020-02-27,False
1627,AAPL,292.26,2020-03-20,0.049319999999999996,290.0,2020-01-31,6.05,6.19,6.25,9.85,9.62,9.9,0.555706,0.014566999999999998,-0.30859200000000003,0.257058,0.073977,-0.079951,2020-03-02,-3.429999999999999,-159.77999999999994,False,,2020-02-27,False
1628,AAPL,291.63,2020-03-20,0.04658,290.0,2020-01-31,6.05,6.19,6.25,10.8,10.43,10.9,0.543823,0.014051,-0.335326,0.24971100000000002,0.06807300000000001,-0.073727,2020-03-03,-4.239999999999999,-164.01999999999995,False,,2020-02-27,False
1629,AAPL,299.81,2020-03-20,0.04384,290.0,2020-01-31,6.05,6.19,6.25,6.4,5.78,6.45,0.6706529999999999,0.014287000000000001,-0.296187,0.23092600000000002,0.081073,-0.087964,2020-03-04,0.41000000000000014,-163.60999999999996,False,,2020-02-27,False
1630,AAPL,292.86,2020-03-20,0.0411,290.0,2020-01-31,6.05,6.19,6.25,10.65,10.58,10.8,0.5600189999999999,0.013094,-0.405088,0.234974,0.06169500000000001,-0.06725700000000001,2020-03-05,-4.39,-167.99999999999994,False,,2020-02-27,False
1631,AAPL,287.25,2020-03-20,0.038360000000000005,290.0,2020-01-31,6.05,6.19,6.25,12.95,12.85,13.2,0.48363100000000003,0.013969999999999998,-0.415328,0.225012,0.04925,-0.053163999999999996,2020-03-06,-6.659999999999999,-174.65999999999994,False,,2020-02-27,False
1633,AAPL,281.63,2020-03-20,0.0274,290.0,2020-01-31,6.05,6.19,6.25,15.2,15.49,15.35,0.398192,0.014478,-0.521252,0.177819,0.028782,-0.030754000000000004,2020-03-10,-9.3,-183.95999999999995,False,,2020-02-27,False
1642,AAPL,292.86,2020-04-17,0.11780999999999998,270.0,2020-03-05,9.8,9.56,9.9,9.8,9.56,9.9,0.716933,0.006868000000000001,-0.20090999999999998,0.345781,0.208612,-0.247167,2020-03-05,0.0,-183.95999999999995,False,,2020-03-12,False
1643,AAPL,287.25,2020-04-17,0.11507,270.0,2020-03-05,9.8,9.56,9.9,12.55,11.85,12.75,0.673281,0.007228,-0.22029899999999997,0.352597,0.188586,-0.22237300000000002,2020-03-06,-2.289999999999999,-186.24999999999994,False,,2020-03-12,False
1644,AAPL,271.95,2020-04-17,0.10685,270.0,2020-03-05,9.8,9.56,9.9,18.7,18.35,18.95,0.5539930000000001,0.008112999999999999,-0.252152,0.35170500000000005,0.139044,-0.161017,2020-03-09,-8.790000000000001,-195.03999999999994,False,,2020-03-12,False
1645,AAPL,281.63,2020-04-17,0.10411,270.0,2020-03-05,9.8,9.56,9.9,14.9,14.73,15.05,0.628313,0.007367,-0.261077,0.342561,0.15656,-0.184271,2020-03-10,-5.17,-200.20999999999992,False,,2020-03-12,False
1646,AAPL,276.8,2020-04-17,0.10137,270.0,2020-03-05,9.8,9.56,9.9,17.35,17.11,17.5,0.59126,0.007518,-0.27625,0.34201,0.14149,-0.165946,2020-03-11,-7.549999999999999,-207.75999999999993,False,,2020-03-12,False
1648,AAPL,264.85,2020-04-17,0.09589,270.0,2020-03-05,9.8,9.56,9.9,23.0,23.08,23.5,0.498971,0.007884,-0.29233600000000004,0.32562800000000003,0.109473,-0.12675699999999998,2020-03-13,-13.519999999999998,-221.27999999999994,False,,2020-03-12,False
1656,AAPL,251.09,2020-04-17,0.06301,270.0,2020-03-05,9.8,9.56,9.9,26.95,27.11,27.4,0.34663099999999997,0.009607,-0.311517,0.235645,0.049652999999999996,-0.05486799999999999,2020-03-25,-17.549999999999997,-238.82999999999993,False,,2020-03-12,False
1657,AAPL,251.97,2020-04-17,0.060270000000000004,270.0,2020-03-05,9.8,9.56,9.9,25.3,25.81,25.85,0.34471799999999997,0.010065000000000001,-0.309603,0.230942,0.047642000000000004,-0.052376,2020-03-26,-16.25,-255.07999999999993,False,,2020-03-12,False
1658,AAPL,251.38,2020-04-17,0.05753,270.0,2020-03-05,9.8,9.56,9.9,25.6,26.15,25.95,0.338107,0.01005,-0.320484,0.22538899999999998,0.044547,-0.048923,2020-03-27,-16.589999999999996,-271.6699999999999,False,,2020-03-12,False
1659,AAPL,253.94,2020-04-17,0.049319999999999996,270.0,2020-03-05,9.8,9.56,9.9,21.9,22.24,22.45,0.32872399999999996,0.011788,-0.311735,0.199745,0.038107,-0.041188999999999996,2020-03-30,-12.679999999999998,-284.3499999999999,False,,2020-03-12,False
1660,AAPL,254.02,2020-04-17,0.04658,270.0,2020-03-05,9.8,9.56,9.9,20.3,20.84,21.1,0.301374,0.012968,-0.277958,0.194227,0.033392000000000005,-0.035676,2020-03-31,-11.28,-295.6299999999999,False,,2020-03-12,False
1662,AAPL,243.11,2020-04-17,0.0411,270.0,2020-03-05,9.8,9.56,9.9,27.85,28.28,28.55,0.131636,0.009752,-0.15642999999999999,0.10746099999999999,0.012584,-0.01316,2020-04-02,-18.72,-314.3499999999999,False,,2020-03-12,False
1664,AAPL,258.03,2020-04-17,0.030139999999999997,270.0,2020-03-05,9.8,9.56,9.9,14.7,14.91,14.9,0.275092,0.018226,-0.281346,0.14874,0.020503,-0.021411000000000003,2020-04-06,-5.35,-319.69999999999993,False,,2020-03-12,False
1665,AAPL,262.24,2020-04-17,0.0274,270.0,2020-03-05,9.8,9.56,9.9,12.0,12.16,12.2,0.358804,0.019708,-0.36002,0.159315,0.024578,-0.025804,2020-04-07,-2.5999999999999996,-322.29999999999995,False,,2020-03-12,False
1666,AAPL,264.91,2020-04-17,0.024659999999999998,270.0,2020-03-05,9.8,9.56,9.9,9.55,9.63,9.65,0.395329,0.022905000000000002,-0.364019,0.16131800000000002,0.024723,-0.025851,2020-04-08,-0.07000000000000028,-322.36999999999995,False,,2020-03-12,False
1667,AAPL,267.9,2020-04-17,0.02192,270.0,2020-03-05,9.8,9.56,9.9,7.25,7.29,7.3,0.45863100000000007,0.02574,-0.386849,0.15734800000000002,0.025814999999999998,-0.026962,2020-04-09,2.2700000000000005,-320.09999999999997,False,,2020-03-12,False
1668,AAPL,272.65,2020-04-17,0.01096,270.0,2020-03-05,9.8,9.56,9.9,3.85,3.87,3.95,0.592529,0.030369,-0.629627,0.110018,0.017027,-0.017747,2020-04-13,5.69,-314.40999999999997,False,,2020-03-12,False
1669,AAPL,287.66,2020-04-17,0.00822,270.0,2020-03-05,9.8,9.56,9.9,0.62,0.54,0.64,0.9148200000000001,0.011541,-0.34955,0.040777999999999995,0.015518,-0.016552,2020-04-14,9.02,-305.39,False,,2020-03-12,False
1670,AAPL,284.44,2020-04-17,0.00548,270.0,2020-03-05,9.8,9.56,9.9,0.56,0.62,0.58,0.895149,0.015119,-0.550258,0.037712,0.01319,-0.014019,2020-04-15,8.940000000000001,-296.45,False,,2020-03-12,False
1671,AAPL,285.69,2020-04-17,0.00274,270.0,2020-03-05,9.8,9.56,9.9,0.16,0.17,0.18,0.9569200000000001,0.009729,-0.42194,0.014830000000000001,0.004502,-0.004743,2020-04-16,9.39,-287.06,False,,2020-03-12,False
1672,AAPL,281.22,2020-04-17,0.0,270.0,2020-03-05,9.8,9.56,9.9,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,2020-04-17,9.56,-277.5,False,,2020-03-12,False
1955,AAPL,136.75,2021-03-19,0.11780999999999998,130.0,2021-02-04,3.5,3.5,3.55,3.5,3.5,3.55,0.6938439999999999,0.023362,-0.060139,0.165179,0.083587,-0.092177,2021-02-04,0.0,-277.5,False,,2021-03-08,False
1956,AAPL,136.47,2021-03-19,0.11507,130.0,2021-02-04,3.5,3.5,3.55,3.15,3.15,3.2,0.704411,0.024983,-0.059066999999999995,0.162242,0.099819,-0.11053199999999999,2021-02-05,0.3500000000000001,-277.15,False,,2021-03-08,False
1957,AAPL,136.46,2021-03-19,0.10685,130.0,2021-02-04,3.5,3.5,3.55,2.92,2.91,2.93,0.701245,0.024723,-0.064426,0.15649200000000002,0.09216,-0.102162,2021-02-08,0.5899999999999999,-276.56,False,,2021-03-08,False
1958,AAPL,136.33,2021-03-19,0.10411,130.0,2021-02-04,3.5,3.5,3.55,2.93,2.95,2.96,0.695288,0.024435,-0.068255,0.154337,0.088828,-0.098601,2021-02-09,0.5499999999999998,-276.01,False,,2021-03-08,False
1959,AAPL,135.04,2021-03-19,0.10137,130.0,2021-02-04,3.5,3.5,3.55,3.3,3.31,3.35,0.662247,0.02556,-0.072903,0.157797,0.08190700000000001,-0.090577,2021-02-10,0.18999999999999995,-275.82,False,,2021-03-08,False
1960,AAPL,134.76,2021-03-19,0.09863,130.0,2021-02-04,3.5,3.5,3.55,3.15,3.18,3.2,0.661439,0.027354000000000003,-0.069704,0.155645,0.079928,-0.087836,2021-02-11,0.31999999999999984,-275.5,False,,2021-03-08,False
1961,AAPL,135.0,2021-03-19,0.09589,130.0,2021-02-04,3.5,3.5,3.55,2.81,2.83,2.83,0.675822,0.028451,-0.067194,0.14749400000000001,0.079819,-0.087407,2021-02-12,0.6699999999999999,-274.83,False,,2021-03-08,False
1962,AAPL,133.25,2021-03-19,0.08492999999999999,130.0,2021-02-04,3.5,3.5,3.55,3.15,3.15,3.2,0.630576,0.032147,-0.07428799999999999,0.147844,0.065759,-0.071289,2021-02-16,0.3500000000000001,-274.47999999999996,False,,2021-03-08,False
1963,AAPL,130.83,2021-03-19,0.08219,130.0,2021-02-04,3.5,3.5,3.55,4.1,4.11,4.15,0.549912,0.034693,-0.077696,0.148786,0.054934000000000004,-0.059070000000000004,2021-02-17,-0.6100000000000003,-275.09,False,,2021-03-08,False
