transact_date,transact_cbidpx,transact_cvalue,transact_caskpx,ticker,stkpx,expirdate,yte,strike,cvolu,coi,pvolu,poi,cbidpx,cvalue,caskpx,pbidpx,pvalue,paskpx,cbidiv,cmidiv,caskiv,smoothsmvvol,pbidiv,pmidiv,paskiv,irate,divrate,residualratedata,delta,gamma,theta,vega,rho,phi,driftlesstheta,extvol,extctheo,extptheo,spot_px,trade_date,period_pnl,stoplossdate,stoplosstrigered,cumulative_pnl
2019-11-05,0.22,0.26,0.23,FCX,12.27,2019-12-20,0.02740,12.00,3109,42525,384,1987,0.48,0.52,0.49,0.20,0.25,0.21,0.40842,0.41504,0.42167,0.46537,0.39493,0.40156,0.40819,0.01530,0.00000,0.015576,0.628180,0.401589,-0.017909,0.007773,0.001772,-0.001892,-0.017925,0.346453,0.4332,0.1634,NULL,2019-12-10,-0.26,2019-12-11,False,5.69
2019-11-11,0.29,0.30,0.31,FCX,12.27,2019-12-27,0.04658,12.00,125,1774,89,330,0.55,0.57,0.57,0.27,0.29,0.29,0.37765,0.38755,0.39744,0.40010,0.37661,0.38650,0.39639,0.01530,0.00000,-0.001280,0.621676,0.360144,-0.012211,0.010106,0.003288,-0.003555,-0.011890,0.345027,0.5170,0.2381,NULL,2019-12-10,-0.27,2019-12-11,False,5.42
2019-12-03,0.23,0.24,0.24,FCX,11.68,2020-01-17,0.11507,12.00,2801,76342,300,71003,0.45,0.45,0.46,0.78,0.78,0.80,0.37707,0.38030,0.38354,0.37733,0.37432,0.38080,0.38728,0.01530,0.00000,-0.009935,0.436447,0.264631,-0.006844,0.015446,0.004787,-0.005212,-0.006988,0.355539,0.4168,0.7510,NULL,2019-12-06,-0.21,2019-12-09,False,5.21
2019-12-13,0.33,0.35,0.36,FCX,11.78,2020-01-24,0.00000,14.00,18,3528,0,26,0.00,0.00,0.01,2.20,2.22,2.22,0.00000,0.00000,0.00000,0.18614,0.00000,0.14997,0.29995,0.01540,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.355937,0.0000,2.2200,NULL,2020-01-24,0.35,NULL,NULL,5.56
2020-01-06,0.29,0.33,0.30,FCX,11.93,2020-02-21,0.00000,14.00,224,19484,18,268,0.00,0.00,0.01,2.06,2.07,2.08,0.00000,0.00000,0.00000,0.38198,0.00000,0.00000,0.00000,0.01600,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.387024,0.0000,2.0700,NULL,2020-02-21,0.33,NULL,NULL,5.89
2020-02-07,0.27,0.29,0.28,FCX,5.55,2020-03-20,0.00000,13.00,10,30996,14,1525,0.00,0.00,0.01,7.40,7.45,7.50,0.00000,0.00000,0.00000,1.88155,0.00000,0.00000,0.00000,0.00040,0.00000,-0.000757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.342410,0.0000,7.4500,NULL,2020-03-20,0.29,NULL,NULL,6.18
2020-02-14,0.25,0.28,0.28,FCX,6.33,2020-04-03,0.00000,13.50,0,1651,0,8,0.00,0.00,0.02,7.15,7.17,7.25,0.00000,0.00000,0.00000,0.20913,0.00000,0.00000,0.00000,0.00090,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.259880,0.0000,7.1700,NULL,2020-04-03,0.28,NULL,NULL,6.46
2020-03-02,0.29,0.28,0.30,FCX,8.36,2020-04-17,0.00000,12.00,5,48280,1,38,0.00,0.00,0.01,3.60,3.64,3.70,0.00000,0.00000,0.00000,0.17418,0.00000,0.00000,0.00000,0.00120,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.002190,0.0000,3.6400,NULL,2020-04-17,0.28,NULL,NULL,6.74
2020-04-02,0.34,0.33,0.36,FCX,8.12,2020-05-15,0.09863,8.00,801,20211,507,9898,0.87,0.88,0.91,0.75,0.76,0.78,0.79984,0.81981,0.83979,0.81448,0.80377,0.81875,0.83373,0.00250,0.00000,-0.002742,0.574681,0.189335,-0.011403,0.010013,0.003731,-0.004604,-0.011349,1.174760,1.2439,1.1200,NULL,2020-04-09,-0.55,2020-04-13,False,6.19
2020-05-04,0.36,0.38,0.39,FCX,10.84,2020-06-19,0.03836,10.00,2153,36672,939,15868,0.98,1.00,1.03,0.17,0.17,0.18,0.54443,0.58386,0.62330,0.57653,0.58390,0.59170,0.59950,0.00130,0.00000,0.017005,0.778701,0.244462,-0.012714,0.006163,0.002309,-0.002584,-0.012997,0.584982,1.0050,0.1707,NULL,2020-06-05,-0.62,2020-06-08,False,5.57
2020-06-02,0.30,0.31,0.32,FCX,10.84,2020-07-17,0.11507,11.00,1244,8110,328,166,0.67,0.67,0.71,0.83,0.83,0.86,0.50438,0.51796,0.53155,0.50596,0.50780,0.51799,0.52818,0.00150,0.00000,-0.002722,0.501287,0.215316,-0.008929,0.014724,0.005480,-0.006254,-0.008874,0.564456,0.7584,0.9134,NULL,2020-06-05,-0.36,2020-06-08,False,5.21
2020-07-08,0.31,0.36,0.33,FCX,14.32,2020-08-21,0.00000,15.00,276,8369,213,1781,0.00,0.00,0.01,0.66,0.68,0.70,0.00000,1.24411,2.48822,0.18812,0.00000,1.45748,2.91495,0.00070,0.00000,0.000000,0.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.000000,0.712811,0.0000,0.6800,NULL,2020-08-21,0.36,NULL,NULL,5.57
2020-08-06,0.50,0.51,0.52,FCX,17.04,2020-09-18,0.00000,16.00,1188,8811,769,2956,1.02,1.04,1.06,0.00,0.00,0.01,0.00000,1.91039,3.82079,0.52924,0.00000,1.53780,3.07559,0.00090,0.00000,4.742378,1.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.000000,0.555125,1.0400,0.0000,NULL,2020-09-18,-0.53,NULL,NULL,5.04
2020-09-03,0.59,0.60,0.61,FCX,17.20,2020-10-16,0.00000,17.00,5262,8101,519,3262,0.19,0.20,0.22,0.00,0.00,0.01,0.00000,0.53272,1.06544,0.42154,0.00000,0.42470,0.84939,0.00090,0.00000,0.000000,0.991469,0.272999,-0.019701,0.000060,0.000023,-0.000023,-0.019660,0.458842,0.2005,0.0005,NULL,2020-10-16,0.40,NULL,NULL,5.44
2020-10-08,0.56,0.56,0.57,FCX,20.19,2020-11-20,0.01918,19.00,229,10254,270,1134,1.31,1.34,1.35,0.14,0.15,0.15,0.47170,0.49888,0.52606,0.54595,0.49644,0.50304,0.50964,0.00100,0.00000,0.008240,0.799878,0.184373,-0.030364,0.007584,0.002343,-0.002538,-0.030624,0.525157,1.3493,0.1618,NULL,2020-11-13,-0.78,2020-11-16,False,4.66
2020-11-03,0.63,0.65,0.66,FCX,21.84,2020-12-18,0.06849,21.00,410,3769,113,987,1.46,1.47,1.48,0.63,0.64,0.64,0.44241,0.44716,0.45191,0.44736,0.44245,0.44482,0.44720,0.00080,0.00000,0.007997,0.651718,0.145260,-0.018713,0.021062,0.007586,-0.008381,-0.018946,0.469234,1.5165,0.6864,NULL,2020-11-23,-0.82,2020-11-24,False,3.84
2020-12-01,0.56,0.57,0.58,FCX,27.09,2021-01-15,0.03014,27.00,4917,4342,1137,371,1.07,1.08,1.09,0.98,0.99,1.01,0.54745,0.55279,0.55814,0.53709,0.54512,0.55314,0.56115,0.00090,0.00000,0.006510,0.532144,0.157998,-0.045596,0.018727,0.003650,-0.003918,-0.045789,0.569205,1.1107,1.0251,NULL,2021-01-04,-0.51,2021-01-05,False,3.33
2021-01-06,0.81,0.83,0.86,FCX,37.47,2021-02-19,0.00000,35.00,4057,12152,1745,156,2.44,2.47,2.49,0.00,0.00,0.01,0.00000,1.66378,3.32756,0.51625,0.00000,1.44815,2.89631,0.00030,0.00000,0.832615,1.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.000000,0.525709,2.4700,0.0000,NULL,2021-02-19,-1.64,NULL,NULL,1.69
2021-02-03,1.12,1.13,1.17,FCX,32.91,2021-03-19,0.08493,32.00,1506,13255,287,1898,2.57,2.59,2.63,1.68,1.68,1.72,0.55190,0.55996,0.56802,0.53825,0.55845,0.56382,0.56920,0.00040,0.00000,-0.001273,0.601941,0.075083,-0.032358,0.037224,0.014670,-0.016807,-0.032278,0.570053,2.6376,1.7232,NULL,2021-02-16,-1.46,2021-02-17,False,0.23
2021-03-05,1.03,1.05,1.08,FCX,38.14,2021-04-16,0.00000,40.00,309,17297,125,209,0.00,0.00,0.01,1.82,1.86,1.89,0.00000,1.05866,2.11733,0.38686,0.00000,1.30092,2.60184,0.00020,0.00000,0.000000,0.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.000000,0.439623,0.0000,1.8600,NULL,2021-04-16,1.05,NULL,NULL,1.28
2021-03-16,0.96,1.07,1.20,FCX,37.59,2021-04-30,0.00000,41.00,713,3033,0,204,0.00,0.00,0.01,3.30,3.41,3.45,0.00000,1.75663,3.51325,0.44650,0.00000,0.00000,0.00000,0.00010,0.00000,-0.992410,0.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.000000,0.447297,0.0000,3.4100,NULL,2021-04-30,1.07,NULL,NULL,2.35
2021-04-07,0.85,0.87,0.88,FCX,39.09,2021-05-21,0.04658,39.00,1249,20567,129,1489,1.69,1.71,1.73,1.58,1.62,1.66,0.48790,0.49385,0.49981,0.49387,0.48391,0.49582,0.50774,0.00010,0.00000,-0.003704,0.530540,0.095838,-0.049131,0.033584,0.008868,-0.009665,-0.048933,0.489143,1.6942,1.5976,NULL,2021-05-04,-0.84,2021-05-05,False,1.51
2021-04-30,1.08,1.10,1.11,FCX,41.76,2021-06-18,0.11781,42.00,688,8052,105,72,2.64,2.66,2.70,2.86,2.88,2.91,0.48001,0.48525,0.49050,0.48311,0.47849,0.48287,0.48724,0.00020,0.00000,-0.002218,0.520001,0.057750,-0.032330,0.057160,0.022456,-0.025588,-0.032203,0.490687,2.7011,2.9297,NULL,2021-05-06,-1.56,2021-05-07,False,-0.05
2021-05-28,1.08,1.11,1.13,FCX,42.74,2021-07-16,0.13425,48.00,156,1300,4,64,1.08,1.11,1.13,6.35,6.45,6.50,0.45731,0.46201,0.46671,0.46908,0.44807,0.46239,0.47672,0.00010,0.00000,-0.002553,0.274694,0.045560,-0.024747,0.053223,0.013246,-0.014591,-0.025020,0.490056,1.2543,6.5710,NULL,2021-05-28,0.00,NULL,NULL,-0.05
2016-01-05,0.29,0.30,0.31,GDX,15.25,2016-02-19,0.04384,15.50,3228,5925,604,751,0.45,0.46,0.47,0.70,0.71,0.72,0.44117,0.44904,0.45691,0.44596,0.44015,0.44803,0.45590,0.00270,0.00000,-0.003122,0.448936,0.279055,-0.017772,0.012705,0.002801,-0.003001,-0.017670,0.493242,0.5888,0.6876,NULL,2016-02-03,-0.16,2016-02-04,False,-0.16
2016-02-03,0.35,0.37,0.37,GDX,16.94,2016-03-18,0.11507,17.00,2631,29723,193,449,1.03,1.04,1.06,1.09,1.11,1.12,0.46420,0.47075,0.47731,0.46895,0.45906,0.46562,0.47218,0.00300,0.00000,0.009391,0.520924,0.148470,-0.012674,0.022876,0.008054,-0.009045,-0.012805,0.529735,1.2713,1.1738,NULL,2016-02-05,-0.67,2016-02-08,False,-0.83
2016-03-04,0.55,0.57,0.58,GDX,22.19,2016-04-15,0.00000,22.00,5195,7038,1468,4299,0.18,0.19,0.20,0.01,0.00,0.01,0.00000,1.34456,2.68913,0.35902,2.68915,2.68915,2.68915,0.00190,0.00000,0.000000,1.000000,0.000000,-0.000115,0.000000,0.000002,-0.000002,0.000000,3.944110,0.4162,0.0043,NULL,2016-04-15,0.38,NULL,NULL,-0.45
2016-03-15,0.59,0.61,0.63,GDX,22.21,2016-04-29,0.03014,21.50,47,688,3827,1449,1.08,1.10,1.13,0.39,0.40,0.41,0.44322,0.46118,0.47914,0.46009,0.45235,0.45960,0.46686,0.00160,0.00000,0.005609,0.671175,0.204911,-0.029129,0.013699,0.003639,-0.003907,-0.029271,0.425707,1.2125,0.2879,NULL,2016-04-18,-0.49,2016-04-19,False,-0.94
2016-04-06,0.57,0.58,0.58,GDX,21.43,2016-05-20,0.11507,22.00,659,3032,53,17,1.03,1.04,1.05,1.59,1.60,1.61,0.44012,0.44356,0.44701,0.44327,0.43817,0.44161,0.44506,0.00230,0.00000,0.000487,0.460906,0.123681,-0.015333,0.029014,0.010171,-0.011366,-0.015289,0.456603,1.1790,1.5303,NULL,2016-04-08,-0.46,2016-04-11,False,-1.40
2016-04-15,0.55,0.59,0.59,GDX,24.20,2016-05-27,0.07945,24.50,820,2376,5,0,1.08,1.10,1.13,1.39,1.43,1.49,0.45347,0.46264,0.47181,0.45911,0.44396,0.46231,0.48066,0.00220,0.00000,0.019165,0.483186,0.128082,-0.021101,0.027272,0.007474,-0.008183,-0.021552,0.434839,1.1502,1.2443,NULL,2016-04-28,-0.51,2016-04-29,False,-1.91
2016-05-05,0.80,0.81,0.81,GDX,25.82,2016-06-17,0.00000,26.50,2169,17363,860,3645,0.01,0.00,0.01,0.67,0.68,0.71,0.00000,0.00000,0.00000,0.20838,0.00000,0.00000,0.00000,0.00220,0.00000,-9.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.435050,0.0005,0.4223,NULL,2016-06-17,0.81,NULL,NULL,-1.10
2016-05-19,0.78,0.80,0.81,GDX,27.33,2016-07-01,0.00548,26.50,299,17695,1716,4006,0.94,0.96,0.98,0.13,0.14,0.14,0.49751,0.53158,0.56566,0.53763,0.52857,0.53686,0.54515,0.00180,0.00000,0.019716,0.786344,0.268910,-0.078470,0.006025,0.000929,-0.000968,-0.079331,0.430895,1.1425,0.0413,NULL,2016-06-29,-0.16,2016-07-01,False,-1.26
2016-06-02,0.59,0.60,0.60,GDX,25.34,2016-07-15,0.11507,25.00,3109,3286,459,3913,1.75,1.76,1.78,1.40,1.42,1.42,0.46207,0.46649,0.47091,0.46445,0.45985,0.46280,0.46574,0.00300,0.00000,0.002056,0.565535,0.098969,-0.018804,0.033945,0.014429,-0.016431,-0.018777,0.491281,1.9962,1.4003,NULL,2016-06-03,-1.16,2016-06-06,False,-2.42
2016-07-01,0.91,0.92,0.93,GDX,30.75,2016-08-19,0.00274,32.00,377,11220,28,1750,0.01,0.00,0.02,1.26,1.26,1.30,0.42390,0.45459,0.48528,0.36679,0.39665,0.49616,0.59567,0.00270,0.00000,0.040405,0.019070,0.078547,-0.013627,0.000798,0.000016,-0.000016,-0.013684,0.343137,0.0113,0.9570,NULL,2016-08-18,0.92,NULL,NULL,-1.50
2016-08-04,0.79,0.80,0.80,GDX,25.85,2016-09-16,0.00000,34.00,20,15091,1,479,0.00,0.00,0.01,7.75,8.16,8.35,0.00000,0.00000,0.00000,1.58469,0.00000,0.00000,0.00000,0.00200,0.00000,0.002011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.431500,0.0000,7.8966,NULL,2016-09-16,0.80,NULL,NULL,-0.70
2016-09-02,0.72,0.73,0.73,GDX,24.64,2016-10-21,0.00000,30.00,72,25806,12,355,0.00,0.00,0.01,5.25,5.36,5.45,0.00000,0.00000,0.00000,1.29817,0.00000,0.00000,0.00000,0.00250,0.00000,-8.513457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.204430,0.0000,5.1187,NULL,2016-10-21,0.73,NULL,NULL,0.03
2016-10-04,0.66,0.69,0.67,GDX,21.14,2016-11-18,0.00000,26.00,18,48217,82,10260,0.00,0.00,0.01,4.85,4.86,4.95,0.00000,0.00000,0.00000,0.52591,0.00000,0.00000,0.00000,0.00280,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.587670,0.0000,4.6537,NULL,2016-11-18,0.69,NULL,NULL,0.72
2016-11-04,0.63,0.64,0.64,GDX,19.12,2016-12-16,0.00000,28.00,4,59240,18,5944,0.00,0.00,0.01,8.80,8.88,8.95,0.00000,0.00000,0.00000,0.54058,0.00000,0.00000,0.00000,0.00460,0.00000,0.005797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.429010,0.0000,8.6888,NULL,2016-12-16,0.64,NULL,NULL,1.36
2016-12-02,0.47,0.49,0.48,GDX,23.08,2017-01-20,0.00000,24.00,404,36248,259,25256,0.01,0.00,0.01,0.91,0.92,0.93,0.00000,0.00000,0.00000,0.99303,0.00000,0.00000,0.00000,0.00460,0.00000,0.003170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.630530,0.0010,0.6902,NULL,2017-01-20,0.49,NULL,NULL,1.85
2017-01-03,0.69,0.69,0.70,GDX,25.27,2017-02-17,0.02740,23.50,98,8864,917,12982,1.85,1.87,1.88,0.09,0.10,0.10,0.36234,0.38051,0.39867,0.38406,0.37458,0.38060,0.38662,0.00510,0.00000,-0.002669,0.880081,0.124759,-0.016525,0.008311,0.005586,-0.006098,-0.016091,0.384976,2.0941,0.0714,NULL,2017-02-07,-1.18,2017-02-08,False,0.67
2017-02-03,0.53,0.54,0.54,GDX,22.64,2017-03-17,0.00000,26.50,206,10321,2,439,0.00,0.00,0.01,3.50,3.86,4.00,0.00000,0.00000,0.00000,1.08866,0.00000,0.00000,0.00000,0.00710,0.00000,0.068592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.389990,0.0000,3.6336,NULL,2017-03-17,0.54,NULL,NULL,1.21
2017-03-03,0.45,0.45,0.46,GDX,23.62,2017-04-21,0.00274,24.50,1096,22900,401,14769,0.01,0.00,0.02,0.87,0.88,0.88,0.41318,0.44617,0.47916,0.30793,0.00000,0.13896,0.27792,0.00730,0.00000,-0.040505,0.012099,0.082206,-0.005994,0.000409,0.000008,-0.000008,-0.005957,0.323998,0.0106,0.6523,NULL,2017-04-20,0.45,NULL,NULL,1.66
2017-04-07,0.49,0.51,0.51,GDX,22.93,2017-05-19,0.00000,25.00,150,40319,22,2176,0.00,0.00,0.01,2.07,2.08,2.09,0.00000,0.00000,0.00000,0.95022,0.00000,0.00000,0.00000,0.00710,0.00000,0.007121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.323750,0.0000,1.8458,NULL,2017-05-19,0.51,NULL,NULL,2.17
2017-05-05,0.50,0.55,0.52,GDX,22.04,2017-06-16,0.00000,23.00,146,55681,1245,34412,0.01,0.00,0.01,0.96,0.96,0.97,0.00000,0.00000,0.00000,0.34770,0.00000,0.00000,0.00000,0.00850,0.00000,0.007374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.311333,0.0000,0.7447,NULL,2017-06-16,0.55,NULL,NULL,2.72
2017-06-09,0.46,0.47,0.47,GDX,22.40,2017-07-21,0.00000,24.00,43,26514,121,2951,0.00,0.00,0.01,1.59,1.60,1.60,0.00000,0.00000,0.00000,0.83159,0.00000,0.15002,0.30005,0.01000,0.00000,-9.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.249857,0.0000,1.3760,NULL,2017-07-21,0.47,NULL,NULL,3.19
2017-07-03,0.37,0.38,0.39,GDX,22.97,2017-08-18,0.00000,23.00,19311,42169,6288,21854,0.01,0.02,0.02,0.04,0.05,0.05,0.46003,0.57664,0.69326,0.65767,0.46003,0.57664,0.69326,0.00970,0.00000,0.009712,0.350755,4.774526,-1.492584,0.000446,0.000002,-0.000002,-1.492584,0.244747,0.1997,0.0000,NULL,2017-08-18,0.36,NULL,NULL,3.55
2017-07-14,0.35,0.37,0.40,GDX,23.47,2017-08-25,0.00000,23.00,1588,6987,1880,11253,0.45,0.48,0.47,0.01,0.00,0.01,0.00000,0.00000,0.00000,0.50193,2.69346,2.69346,2.69346,0.00990,0.00000,-9.999999,1.000000,0.000000,-0.659567,0.000000,0.000006,-0.000006,-0.000002,0.254006,0.7111,0.0000,NULL,2017-08-25,-0.11,NULL,NULL,3.44
2017-07-28,0.48,0.49,0.49,GDX,24.17,2017-09-15,0.00000,24.00,3066,41390,3665,14500,0.16,0.17,0.18,0.01,0.00,0.01,0.00000,0.00000,0.00000,0.35447,3.16546,3.16546,3.16546,0.00980,0.00000,0.000000,1.000000,0.000000,-0.000644,0.000000,0.000001,-0.000001,0.000000,0.276709,0.4067,0.0000,NULL,2017-09-15,0.32,NULL,NULL,3.76
2017-08-09,0.30,0.32,0.34,GDX,24.23,2017-09-22,0.06301,24.00,30,1138,1225,583,0.71,0.74,0.73,0.46,0.49,0.48,0.23911,0.24331,0.24750,0.25036,0.23763,0.24182,0.24602,0.00960,0.00000,-0.005250,0.577215,0.258015,-0.013540,0.023835,0.008350,-0.008815,-0.013002,0.241058,0.8624,0.3734,NULL,2017-08-30,-0.42,2017-08-31,False,3.34
2017-08-18,0.38,0.40,0.43,GDX,24.78,2017-09-29,0.07671,24.00,27,2473,177,420,1.13,1.14,1.15,0.33,0.34,0.35,0.24266,0.24679,0.25092,0.24708,0.24224,0.24637,0.25050,0.00960,0.00000,-0.003785,0.696345,0.206964,-0.011215,0.024199,0.012360,-0.013235,-0.010624,0.254220,1.3348,0.2880,NULL,2017-09-01,-0.74,2017-09-05,False,2.60
2017-09-01,0.49,0.49,0.50,GDX,23.20,2017-10-20,0.00000,26.00,2,98545,44,1987,0.00,0.00,0.01,2.79,2.80,2.83,0.00000,0.00000,0.00000,0.17418,0.00000,0.00000,0.00000,0.00990,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.209148,0.0000,2.5680,NULL,2017-10-20,0.49,NULL,NULL,3.09
2017-10-06,0.40,0.41,0.41,GDX,22.82,2017-11-17,0.00000,24.50,116,18382,44,642,0.00,0.00,0.01,1.68,1.68,1.69,0.00000,0.00000,0.00000,0.19681,0.00000,0.00000,0.00000,0.01080,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.213253,0.0000,1.4569,NULL,2017-11-17,0.41,NULL,NULL,3.50
2017-11-01,0.33,0.34,0.34,GDX,22.02,2017-12-15,0.00000,23.50,32,16166,1485,3226,0.00,0.00,0.01,1.48,1.49,1.50,0.00000,0.00000,0.00000,0.70357,0.00000,0.00000,0.00000,0.01240,0.00000,0.012395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.220107,0.0000,1.2649,NULL,2017-12-15,0.34,NULL,NULL,3.84
2017-12-01,0.38,0.35,0.40,GDX,23.96,2018-01-19,0.01918,23.00,2810,63732,1702,56542,0.99,0.99,1.00,0.02,0.02,0.04,0.19991,0.21039,0.22087,0.20815,0.20161,0.22085,0.24010,0.01310,0.00000,-0.011356,0.926860,0.201589,-0.008290,0.004454,0.004069,-0.004260,-0.006869,0.246059,1.2335,0.0231,NULL,2018-01-12,-0.64,2018-01-16,False,3.20
2018-01-02,0.33,0.34,0.34,GDX,22.48,2018-02-16,0.00000,25.00,67,35836,41,412,0.00,0.00,0.01,2.51,2.52,2.54,0.00000,0.00000,0.00000,1.61684,0.00000,0.00000,0.00000,0.01350,0.00000,-9.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.348760,0.0000,2.3003,NULL,2018-02-16,0.34,NULL,NULL,3.54
2018-01-26,0.33,0.34,0.34,GDX,21.44,2018-03-16,0.00000,26.00,1,18371,23,1854,0.00,0.00,0.01,4.50,4.56,4.60,0.00000,0.00000,0.00000,0.17449,0.00000,0.00000,0.00000,0.01710,0.00000,-9.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.260136,0.0000,4.3507,NULL,2018-03-16,0.34,NULL,NULL,3.88
2018-02-08,0.42,0.44,0.46,GDX,22.17,2018-03-23,0.00000,23.00,283,25623,66,89,0.01,0.00,0.01,0.79,0.83,0.87,0.00000,0.00000,0.00000,0.17449,0.00000,0.00000,0.00000,0.01690,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.273634,0.0000,0.6083,NULL,2018-03-23,0.44,NULL,NULL,4.32
2018-03-09,0.26,0.27,0.27,GDX,22.70,2018-04-20,0.00000,23.00,1526,56299,2942,8981,0.01,0.00,0.01,0.29,0.30,0.31,1.80769,1.80769,1.80769,0.22506,0.00000,0.90408,1.80817,0.01650,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.732600,0.0560,0.1290,NULL,2018-04-20,0.27,NULL,NULL,4.59
2018-04-06,0.39,0.41,0.40,GDX,22.24,2018-05-18,0.00000,23.00,162,49039,501,4951,0.00,0.00,0.01,0.75,0.77,0.78,0.00000,1.87698,3.75396,0.19487,0.00000,0.00000,0.00000,0.01680,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.679880,0.0003,0.5430,NULL,2018-05-18,0.41,NULL,NULL,5.00
2018-04-27,0.27,0.28,0.28,GDX,22.22,2018-06-15,0.00000,24.00,85,52962,611,4447,0.00,0.00,0.01,1.76,1.78,1.80,0.00000,0.00000,0.00000,1.73909,0.00000,0.00000,0.00000,0.01820,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.776740,0.0000,1.5629,NULL,2018-06-15,0.28,NULL,NULL,5.28
2018-06-15,0.30,0.33,0.32,GDX,21.31,2018-07-27,0.00000,23.00,17,7803,37,130,0.00,0.00,0.01,1.68,1.70,1.70,0.00000,0.00000,0.00000,0.17305,0.00000,0.00000,0.00000,0.01900,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.578490,0.0000,1.4820,NULL,2018-07-27,0.33,NULL,NULL,5.61
2018-07-05,0.26,0.25,0.27,GDX,18.70,2018-08-17,0.00000,24.00,10,16960,101,164,0.00,0.00,0.01,5.25,5.30,5.35,0.00000,0.00000,0.00000,1.90466,0.00000,0.00000,0.00000,0.01950,0.00000,0.000334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.973890,0.0000,5.1181,NULL,2018-08-17,0.25,NULL,NULL,5.86
2018-07-11,0.26,0.28,0.29,GDX,18.98,2018-08-24,0.00000,23.00,10,1343,30,17,0.00,0.00,0.01,4.00,4.03,4.05,0.00000,0.00000,0.00000,0.66261,0.00000,0.00000,0.00000,0.01950,0.00000,6.841729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.343901,0.0000,3.8353,NULL,2018-08-24,0.28,NULL,NULL,6.14
2018-08-03,0.31,0.32,0.32,GDX,18.69,2018-09-21,0.00000,22.00,5,97884,420,32766,0.00,0.00,0.01,3.30,3.31,3.35,0.00000,0.00000,0.00000,0.19341,0.00000,0.00000,0.00000,0.02050,0.00000,0.001788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266763,0.0000,3.1282,NULL,2018-09-21,0.32,NULL,NULL,6.46
2018-09-05,0.26,0.26,0.27,GDX,18.62,2018-10-19,0.02466,19.00,1320,75469,849,33336,0.18,0.19,0.19,0.55,0.56,0.56,0.28080,0.28545,0.29010,0.29213,0.28324,0.28790,0.29257,0.02180,0.00000,-0.008503,0.344126,0.432228,-0.018035,0.010745,0.001535,-0.001582,-0.017519,0.257973,0.2245,0.4053,NULL,2018-10-10,0.07,2018-10-11,False,6.53
2018-09-21,0.33,0.36,0.35,GDX,19.58,2018-11-02,0.00000,19.50,3456,4566,1650,2183,0.07,0.10,0.09,0.01,0.02,0.03,0.00000,0.40590,0.81181,1.05106,0.81161,1.08450,1.35738,0.02190,0.00000,0.032244,0.748362,2.657358,-1.541304,0.000370,0.000004,-0.000004,-1.541674,0.319708,0.2758,0.0000,NULL,2018-11-02,0.26,NULL,NULL,6.79
