transact_date,transact_pbidpx,transact_pvalue,transact_paskpx,ticker,stkpx,expirdate,yte,strike,cvolu,coi,pvolu,poi,cbidpx,cvalue,caskpx,pbidpx,pvalue,paskpx,cbidiv,cmidiv,caskiv,smoothsmvvol,pbidiv,pmidiv,paskiv,irate,divrate,residualratedata,delta,gamma,theta,vega,rho,phi,driftlesstheta,extvol,extctheo,extptheo,spot_px,trade_date,period_pnl,stoplossdate,stoplosstrigered,cumulative_pnl
2017-10-02,1.08,1.09,1.14,AAL,47.42,2017-11-17,0.00000,45.00,354,5332,29,3537,2.37,2.42,2.47,0.00,0.00,0.01,0.00000,0.00000,0.00000,0.39269,0.00000,0.00000,0.00000,0.01080,0.00000,9.999999,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337781,2.8892,0.0000,NULL,2017-11-17,1.09,NULL,NULL,7.49
2017-11-02,1.06,1.11,1.12,AAL,51.07,2017-12-15,0.00000,45.00,30,180,19,15475,6.00,6.07,6.20,0.00,0.00,0.06,0.00000,0.00000,0.00000,1.94489,0.00000,0.00000,0.00000,0.01240,0.00000,0.000268,1.000000,0.000000,-0.001491,0.000000,0.000002,-0.000002,0.000000,0.405842,6.5806,0.0000,NULL,2017-12-15,1.11,NULL,NULL,8.60
2017-12-07,0.83,0.99,0.90,AAL,58.10,2018-01-19,0.00000,48.00,7,1514,31,1387,10.00,10.10,10.15,0.00,0.00,0.03,0.00000,0.00000,0.00000,1.17474,0.00000,0.00000,0.00000,0.01280,0.00000,0.004896,1.000000,0.000000,-0.000904,0.000000,0.000002,-0.000002,0.000000,0.422602,10.6760,0.0000,NULL,2018-01-19,0.99,NULL,NULL,9.59
2018-01-02,0.97,0.95,1.00,AAL,51.59,2018-02-16,0.02466,50.00,54,9488,535,1587,2.16,2.17,2.21,0.55,0.54,0.57,0.36799,0.37718,0.38636,0.36991,0.37372,0.37739,0.38107,0.01360,0.00000,-0.015922,0.719299,0.112857,-0.059131,0.027207,0.008618,-0.009151,-0.056305,0.372526,2.5561,0.4144,NULL,2018-02-07,0.41,2018-02-08,False,10.00
2018-04-02,1.57,1.58,1.63,AAL,45.40,2018-05-18,0.06301,47.00,2149,2636,1621,6003,1.00,0.99,1.01,2.59,2.58,2.62,0.36152,0.36270,0.36388,0.35956,0.36111,0.36464,0.36818,0.01650,0.00000,-0.025050,0.369251,0.092507,-0.035534,0.042309,0.009937,-0.010545,-0.033740,0.393264,1.3218,2.4565,NULL,2018-04-25,-1.00,2018-04-26,False,9.00
2018-06-04,1.17,1.19,1.21,AAL,41.44,2018-07-20,0.07671,43.00,390,5984,11,3431,0.86,0.87,0.87,2.33,2.33,2.34,0.31631,0.31748,0.31866,0.31761,0.31699,0.31817,0.31935,0.01830,0.00000,-0.013810,0.363711,0.103382,-0.025784,0.042632,0.010903,-0.011567,-0.024534,0.314594,1.0115,2.0623,NULL,2018-06-22,-1.14,2018-06-25,False,7.86
2018-09-04,1.02,0.99,1.03,AAL,37.97,2018-10-19,0.04110,39.00,434,1983,108,3231,0.69,0.69,0.70,1.66,1.68,1.70,0.35738,0.35908,0.36077,0.35900,0.35154,0.35835,0.36515,0.02160,0.00000,-0.008125,0.376478,0.137846,-0.036195,0.029474,0.005594,-0.005880,-0.035088,0.343890,0.8018,1.4085,NULL,2018-10-04,-0.69,2018-10-05,False,7.17
2018-10-03,0.96,0.98,0.98,AAL,36.60,2018-11-16,0.11507,36.00,152,1064,195,1754,2.33,2.34,2.35,1.71,1.72,1.73,0.40817,0.41022,0.41227,0.41022,0.40755,0.40960,0.41165,0.02230,0.00000,-0.008897,0.576707,0.077274,-0.025444,0.048833,0.021585,-0.024226,-0.023841,0.385421,2.4378,1.4539,NULL,2018-10-05,-0.74,2018-10-08,False,6.43
2018-11-30,1.31,1.33,1.33,AAL,39.68,2019-01-18,0.12603,38.00,198,12502,321,2166,3.05,3.11,3.15,1.26,1.28,1.28,0.36409,0.37389,0.38368,0.37487,0.37192,0.37388,0.37583,0.02380,0.00000,-0.008831,0.663709,0.069362,-0.023102,0.051057,0.029282,-0.033196,-0.021025,0.386884,3.1664,1.3365,NULL,2018-12-03,0.05,2018-12-04,False,6.48
2018-12-31,1.43,1.46,1.47,AAL,35.12,2019-02-15,0.00000,30.00,179,523,15,1959,5.10,5.12,5.20,0.00,0.00,0.03,0.00000,0.00000,0.00000,1.00861,0.00000,0.00000,0.00000,0.02430,0.00000,0.000000,1.000000,0.000000,-0.001997,0.000000,0.000008,-0.000009,0.000000,0.881237,5.1200,0.0000,NULL,2019-02-15,1.46,NULL,NULL,7.94
2019-04-01,1.06,1.07,1.07,AAL,31.76,2019-05-17,0.00000,31.00,40,175,23,3264,0.73,0.76,0.77,0.00,0.00,0.02,0.00000,0.63314,1.26628,0.29705,0.00000,0.74106,1.48212,0.02390,0.00000,0.000000,1.000000,0.000000,-0.002030,0.000000,0.000042,-0.000044,0.000000,0.359524,0.7601,0.0000,NULL,2019-05-17,1.07,NULL,NULL,9.01
2019-06-28,0.83,0.84,0.85,AAL,29.49,2019-08-16,0.03836,30.00,1149,1972,174,8759,0.58,0.59,0.59,1.15,1.15,1.17,0.35804,0.36025,0.36246,0.36129,0.35939,0.36382,0.36825,0.02110,0.00000,-0.020221,0.408028,0.187314,-0.030279,0.022658,0.004382,-0.004603,-0.028986,0.332836,0.5241,1.0913,NULL,2019-08-02,-0.31,2019-08-05,False,8.70
2019-09-03,0.77,0.80,0.80,AAL,28.24,2019-10-18,0.00000,25.00,59,789,0,2164,3.20,3.24,3.30,0.00,0.00,0.01,0.00000,0.00000,0.00000,0.28889,0.00000,0.00000,0.00000,0.01750,0.00000,0.000000,1.000000,0.000000,-0.001199,0.000000,0.000034,-0.000039,0.000000,0.332725,3.2401,0.0000,NULL,2019-10-18,0.80,NULL,NULL,9.50
2019-11-06,0.59,0.60,0.60,AAL,29.46,2019-12-20,0.10411,29.00,170,2388,267,1945,1.48,1.62,1.49,0.95,1.09,0.96,0.31673,0.31808,0.31943,0.35491,0.31808,0.31943,0.32079,0.01590,0.00000,-0.010284,0.586466,0.115889,-0.018479,0.037014,0.016304,-0.017992,-0.017356,0.319132,1.4889,0.9539,NULL,2019-11-12,-0.49,2019-11-13,False,9.01
2019-12-03,0.79,0.80,0.80,AAL,28.30,2020-01-17,0.00000,26.00,26,2864,1,4147,2.28,2.30,2.32,0.00,0.00,0.01,0.00000,0.00000,0.00000,0.35854,0.00000,1.82240,3.64480,0.01540,0.00000,0.000000,1.000000,0.000000,-0.001097,0.000000,0.000036,-0.000039,0.000000,0.342111,2.3001,0.0000,NULL,2020-01-17,0.80,NULL,NULL,9.81
2020-01-09,0.65,0.73,0.66,AAL,27.73,2020-02-21,0.00000,26.00,267,2589,13,3593,1.72,1.73,1.77,0.00,0.00,0.01,0.00000,1.90842,3.81683,0.31683,0.00000,1.45093,2.90186,0.01600,0.00000,0.000000,1.000000,0.000000,-0.001140,0.000000,0.000036,-0.000038,0.000000,0.364398,1.7301,0.0000,NULL,2020-02-21,0.73,NULL,NULL,10.54
2020-02-05,0.64,0.65,0.67,AAL,27.73,2020-03-20,0.07671,27.00,430,2274,2169,12312,1.66,1.69,1.69,0.89,0.91,0.90,0.40694,0.41209,0.41724,0.41573,0.41057,0.41229,0.41400,0.01600,0.00000,-0.009505,0.620364,0.119745,-0.022886,0.029134,0.011890,-0.013182,-0.021802,0.411385,1.6729,0.8924,NULL,2020-02-21,-0.26,2020-02-24,False,10.28
2020-03-31,1.71,1.74,1.74,AAL,9.05,2020-05-15,0.00000,11.00,2053,14693,523,4522,0.00,0.00,0.01,1.92,1.95,1.98,0.00000,0.00000,0.00000,1.21193,0.00000,0.00000,0.00000,0.00090,0.00000,-0.002429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.243020,0.0000,1.9500,NULL,2020-05-15,-0.21,NULL,NULL,10.07
2020-05-05,1.11,1.14,1.14,AAL,15.94,2020-06-19,0.00000,8.00,0,1,9,43739,7.80,7.95,8.05,0.00,0.00,0.01,0.00000,0.00000,0.00000,0.93074,0.00000,0.00000,0.00000,0.00130,0.00000,-6.088763,1.000000,0.000000,-0.133371,0.000000,0.000011,-0.000022,-0.000001,0.930076,7.9467,0.0000,NULL,2020-06-19,1.14,NULL,NULL,11.21
2020-07-08,0.98,0.99,0.99,AAL,12.11,2020-08-21,0.00000,10.00,247,3093,93,29654,2.10,2.11,2.27,0.00,0.00,0.01,0.00000,0.00000,0.00000,0.58623,0.00000,0.00000,0.00000,0.00070,0.00000,0.000000,1.000000,0.000000,-0.000019,0.000010,0.000014,-0.000017,0.000000,0.655116,2.1100,0.0000,NULL,2020-08-21,0.99,NULL,NULL,12.20
2020-08-03,0.90,0.91,0.92,AAL,13.12,2020-09-18,0.00000,10.00,12,237,45,12065,3.10,3.12,3.15,0.00,0.00,0.01,0.00000,0.00000,0.00000,1.11621,0.00000,0.00000,0.00000,0.00090,0.00000,0.001175,1.000000,0.000000,0.000000,0.000010,0.000000,0.000000,0.000000,1.241740,3.1200,0.0000,NULL,2020-09-18,0.91,NULL,NULL,13.11
