transact_date,transact_pbidpx,transact_pvalue,transact_paskpx,ticker,stkpx,expirdate,yte,strike,cvolu,coi,pvolu,poi,cbidpx,cvalue,caskpx,pbidpx,pvalue,paskpx,cbidiv,cmidiv,caskiv,smoothsmvvol,pbidiv,pmidiv,paskiv,irate,divrate,residualratedata,delta,gamma,theta,vega,rho,phi,driftlesstheta,extvol,extctheo,extptheo,spot_px,trade_date
2017-05-05,1.51,1.71,1.52,AAPL,153.57,2017-06-16,0.05753,145.00,367,55200,1067,42340,8.90,8.85,9.05,0.27,0.21,0.28,0.17970,0.19135,0.20300,0.17029,0.18011,0.18099,0.18186,0.00750,0.00000,0.000000,0.925175,0.022593,-0.023904,0.049445,0.076684,-0.081777,-0.021167,0.207036,10.5019,0.2911,NULL,2017-05-26
2017-05-05,1.51,1.71,1.52,AAPL,154.01,2017-06-16,0.04658,145.00,522,55223,911,41692,9.30,9.20,9.40,0.21,0.14,0.22,0.20160,0.21098,0.22036,0.17740,0.19470,0.19582,0.19694,0.00770,0.00000,0.000000,0.945698,0.018688,-0.021988,0.038358,0.063701,-0.067994,-0.019109,0.211092,10.8334,0.1761,NULL,2017-05-30
2017-05-05,1.51,1.71,1.52,AAPL,152.80,2017-06-16,0.04384,145.00,282,55090,1487,41448,8.10,8.14,8.30,0.29,0.23,0.30,0.17811,0.19656,0.21500,0.18558,0.19760,0.19850,0.19939,0.00860,0.00000,-0.008457,0.917582,0.025656,-0.034433,0.048926,0.057929,-0.061498,-0.028261,0.204481,9.6352,0.1991,NULL,2017-05-31
2017-05-05,1.51,1.71,1.52,AAPL,152.94,2017-06-16,0.04110,145.00,194,54994,632,42221,8.20,8.42,8.30,0.22,0.40,0.23,0.18159,0.19248,0.20336,0.22533,0.19202,0.19307,0.19412,0.00820,0.00000,-0.006252,0.885775,0.027716,-0.050120,0.061494,0.052245,-0.055709,-0.045089,0.201147,9.7089,0.1536,NULL,2017-06-01
2017-05-05,1.51,1.71,1.52,AAPL,155.16,2017-06-16,0.03836,145.00,660,54955,1926,42149,10.35,10.26,10.45,0.14,0.06,0.15,0.21765,0.23088,0.24411,0.18253,0.21478,0.21629,0.21780,0.00820,0.00000,0.000000,0.973082,0.011228,-0.015498,0.017262,0.054012,-0.057950,-0.012337,0.214222,11.8714,0.0759,NULL,2017-06-02
2017-05-05,1.51,1.71,1.52,AAPL,153.82,2017-06-16,0.03014,145.00,849,54753,854,42408,9.00,9.00,9.10,0.15,0.09,0.16,0.19846,0.21568,0.23290,0.19909,0.22175,0.22339,0.22503,0.00830,0.00000,-0.013124,0.959888,0.016271,-0.029042,0.021755,0.041821,-0.044537,-0.020904,0.213691,10.5165,0.0648,NULL,2017-06-05
2017-05-05,1.51,1.71,1.52,AAPL,154.67,2017-06-16,0.02740,145.00,866,54482,818,42420,9.80,9.75,9.90,0.12,0.05,0.13,0.22726,0.24536,0.26347,0.20174,0.23685,0.23883,0.24081,0.00830,0.00000,0.000000,0.975149,0.011261,-0.018226,0.014620,0.038688,-0.041362,-0.015018,0.205483,11.3032,0.0243,NULL,2017-06-06
2017-05-05,1.51,1.71,1.52,AAPL,155.48,2017-06-16,0.02466,145.00,502,54057,478,42728,10.55,10.55,10.65,0.10,0.03,0.11,0.20827,0.23868,0.26909,0.20614,0.25649,0.25897,0.26145,0.00840,0.00000,-0.003940,0.985685,0.007222,-0.014987,0.009136,0.035225,-0.037829,-0.010162,0.214008,12.0912,0.0143,NULL,2017-06-07
2017-05-05,1.51,1.71,1.52,AAPL,155.00,2017-06-16,0.02192,145.00,211,53892,598,42615,10.05,10.06,10.20,0.08,0.02,0.09,0.18514,0.23667,0.28819,0.19715,0.25186,0.25449,0.25713,0.00800,0.00000,-0.004725,0.989859,0.005963,-0.012626,0.006897,0.031462,-0.033669,-0.007628,0.217844,11.6040,0.0135,NULL,2017-06-08
2017-05-05,1.51,1.71,1.52,AAPL,147.89,2017-06-16,0.01918,145.00,1808,53816,7364,42612,4.45,4.52,4.55,1.56,1.58,1.58,0.33781,0.34465,0.35149,0.34683,0.34374,0.34510,0.34647,0.00800,0.00000,-0.007952,0.670583,0.051138,-0.188438,0.073083,0.018179,-0.019046,-0.184301,0.234250,4.8725,0.4596,NULL,2017-06-09
2017-05-05,1.51,1.71,1.52,AAPL,144.11,2017-06-16,0.01096,145.00,33349,53653,18642,43883,1.51,1.52,1.54,2.37,2.38,2.40,0.31602,0.31852,0.32102,0.31724,0.31508,0.31759,0.32009,0.00820,0.00000,-0.008160,0.435116,0.082507,-0.238980,0.059892,0.006722,-0.006888,-0.236237,0.230772,1.7108,1.1347,NULL,2017-06-12
2017-05-05,1.51,1.71,1.52,AAPL,146.64,2017-06-16,0.00822,145.00,8236,53441,25688,44412,2.24,2.26,2.26,0.57,0.59,0.59,0.23251,0.23472,0.23692,0.23623,0.23222,0.23443,0.23664,0.00890,0.00000,-0.015617,0.707067,0.109745,-0.187220,0.045280,0.008364,-0.008550,-0.180407,0.218496,3.3438,0.2083,NULL,2017-06-13
2017-05-05,1.51,1.71,1.52,AAPL,144.68,2017-06-16,0.00548,145.00,16009,52110,20403,45468,0.85,0.87,0.88,1.17,1.17,1.19,0.23180,0.23533,0.23886,0.23635,0.23524,0.23760,0.23995,0.00900,0.00000,-0.010498,0.455735,0.156884,-0.254772,0.042481,0.003583,-0.003630,-0.251296,0.215773,1.6108,0.4687,NULL,2017-06-14
2017-05-05,1.51,1.71,1.52,AAPL,143.89,2017-06-16,0.00274,145.00,24757,52685,9159,44580,0.27,0.28,0.28,1.38,1.39,1.41,0.22717,0.22920,0.23124,0.22961,0.22458,0.23068,0.23679,0.00860,0.00000,0.012126,0.262889,0.188400,-0.281329,0.024589,0.000981,-0.000988,-0.281671,0.209101,0.8112,0.4887,NULL,2017-06-15
2017-05-05,1.51,1.71,1.52,AAPL,142.52,2017-06-16,0.00000,145.00,16719,55228,9481,42560,0.01,0.00,0.01,2.42,2.48,2.51,1.66288,1.66288,1.66288,0.47162,0.00000,0.00000,0.00000,0.00850,0.00000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.155850,0.0460,1.1007,NULL,2017-06-16
2017-06-07,1.52,1.53,1.54,AAPL,155.48,2017-07-21,0.12055,150.00,2310,40332,2250,22131,7.25,7.28,7.30,1.52,1.53,1.54,0.17392,0.17532,0.17672,0.17588,0.17513,0.17569,0.17625,0.01000,0.00000,-0.005493,0.741866,0.034177,-0.039594,0.178693,0.130292,-0.139075,-0.035008,0.184526,8.6150,1.3071,NULL,2017-06-07
2017-06-07,1.52,1.53,1.54,AAPL,155.00,2017-07-21,0.11781,150.00,1558,40460,1231,23193,6.85,7.11,6.95,1.59,1.84,1.60,0.17304,0.17587,0.17870,0.18786,0.17374,0.17402,0.17431,0.01010,0.00000,-0.005707,0.715705,0.034073,-0.044072,0.176958,0.122339,-0.130719,-0.039576,0.184784,8.2103,1.3866,NULL,2017-06-08
2017-06-07,1.52,1.53,1.54,AAPL,147.89,2017-07-21,0.11507,150.00,9260,40593,13877,23786,3.65,3.63,3.75,5.45,5.49,5.65,0.22375,0.22624,0.22874,0.22278,0.22091,0.22592,0.23093,0.01010,0.00000,-0.005924,0.450029,0.035567,-0.055652,0.200120,0.072422,-0.076601,-0.052889,0.226448,4.4126,4.7860,NULL,2017-06-09
2017-06-07,1.52,1.53,1.54,AAPL,144.11,2017-07-21,0.10685,150.00,23626,43681,5971,27778,1.86,1.87,1.88,7.50,7.56,7.60,0.21280,0.21340,0.21400,0.21322,0.20982,0.21284,0.21586,0.00980,0.00000,-0.004798,0.302184,0.034853,-0.046746,0.167078,0.044547,-0.046542,-0.045079,0.230766,2.6493,6.8903,NULL,2017-06-12
2017-06-07,1.52,1.53,1.54,AAPL,146.64,2017-07-21,0.10411,150.00,14353,47967,3930,29949,2.05,2.08,2.06,5.15,5.19,5.20,0.17664,0.17692,0.17719,0.17829,0.17579,0.17718,0.17858,0.01000,0.00000,-0.007813,0.369369,0.044931,-0.044612,0.181852,0.054239,-0.056405,-0.042070,0.209921,3.2693,4.9085,NULL,2017-06-13
2017-06-07,1.52,1.53,1.54,AAPL,144.68,2017-07-21,0.10137,150.00,17137,54498,2041,30200,1.51,1.44,1.53,6.60,6.55,6.65,0.18570,0.18635,0.18700,0.18138,0.18438,0.18602,0.18766,0.01010,0.00000,-0.006264,0.284865,0.040771,-0.040245,0.154412,0.040326,-0.041790,-0.038462,0.220098,2.5767,6.2281,NULL,2017-06-14
2017-06-07,1.52,1.53,1.54,AAPL,143.89,2017-07-21,0.09863,150.00,9399,59104,847,30959,1.25,1.19,1.27,7.10,7.12,7.25,0.18573,0.18644,0.18714,0.18152,0.18013,0.18548,0.19083,0.01020,0.00000,-0.005114,0.249578,0.038831,-0.037743,0.141887,0.034254,-0.035428,-0.036286,0.213126,2.1104,6.5879,NULL,2017-06-15
2017-06-07,1.52,1.53,1.54,AAPL,142.52,2017-07-21,0.09589,150.00,5876,61071,706,31019,0.88,0.89,0.89,8.10,8.19,8.20,0.18379,0.18420,0.18461,0.18498,0.17745,0.18174,0.18603,0.01030,0.00000,-0.006525,0.200944,0.034529,-0.034152,0.129340,0.026611,-0.027469,-0.032873,0.214106,1.6511,7.5012,NULL,2017-06-16
2017-06-07,1.52,1.53,1.54,AAPL,146.35,2017-07-21,0.08767,150.00,13386,62240,886,31170,1.63,1.64,1.64,5.05,5.11,5.15,0.17417,0.17448,0.17479,0.17462,0.17089,0.17404,0.17718,0.01020,0.00000,-0.005753,0.335498,0.048359,-0.045337,0.160333,0.041622,-0.043058,-0.043263,0.203903,2.6838,4.6843,NULL,2017-06-19
2017-06-07,1.52,1.53,1.54,AAPL,145.08,2017-07-21,0.08493,150.00,4932,61779,424,31351,1.19,1.20,1.20,5.85,5.91,5.95,0.17237,0.17272,0.17308,0.17322,0.16863,0.17222,0.17581,0.01010,0.00000,-0.010114,0.273326,0.045575,-0.041556,0.142165,0.032667,-0.033688,-0.039427,0.204901,2.1519,5.3985,NULL,2017-06-20
2017-06-07,1.52,1.53,1.54,AAPL,146.00,2017-07-21,0.08219,150.00,2358,63029,232,31405,1.39,1.40,1.40,5.15,5.21,5.25,0.17111,0.17145,0.17179,0.17169,0.16738,0.17079,0.17420,0.00990,0.00000,-0.007649,0.310091,0.049256,-0.044508,0.148005,0.036073,-0.037223,-0.042398,0.201963,2.3959,4.7407,NULL,2017-06-21
2017-06-07,1.52,1.53,1.54,AAPL,145.87,2017-07-21,0.07945,150.00,8718,63669,227,31535,1.31,1.39,1.32,5.20,5.35,5.30,0.17180,0.17214,0.17249,0.17719,0.16647,0.16996,0.17344,0.00960,0.00000,-0.006449,0.305407,0.048264,-0.046067,0.145215,0.034304,-0.035407,-0.044169,0.202555,2.2895,4.7885,NULL,2017-06-22
2017-06-07,1.52,1.53,1.54,AAPL,146.59,2017-07-21,0.07671,150.00,3404,67457,151,31522,1.38,1.39,1.39,4.60,4.63,4.65,0.16402,0.16437,0.16472,0.16457,0.16263,0.16439,0.16615,0.00760,0.00000,-0.009509,0.325001,0.054097,-0.045294,0.143070,0.035495,-0.036560,-0.043126,0.198389,2.4688,4.2334,NULL,2017-06-23
2017-06-07,1.52,1.53,1.54,AAPL,145.95,2017-07-21,0.06849,150.00,10320,67601,1019,31518,1.16,1.17,1.18,5.00,5.05,5.10,0.17174,0.17252,0.17330,0.17273,0.16850,0.17242,0.17634,0.00810,0.00000,-0.012029,0.289712,0.052078,-0.047601,0.127587,0.028168,-0.028972,-0.045334,0.202057,2.0874,4.4975,NULL,2017-06-26
2017-06-07,1.52,1.53,1.54,AAPL,144.43,2017-07-21,0.06575,150.00,4384,67467,235,31757,0.81,0.83,0.83,6.20,6.30,6.45,0.17948,0.18041,0.18135,0.18179,0.17252,0.18393,0.19535,0.00890,0.00000,-0.004394,0.220345,0.044181,-0.042853,0.106838,0.020385,-0.020934,-0.041724,0.209383,1.5645,5.5753,NULL,2017-06-27
2017-06-07,1.52,1.53,1.54,AAPL,146.03,2017-07-21,0.06301,150.00,5712,68767,813,31687,1.03,1.04,1.04,4.85,4.89,4.90,0.16788,0.16829,0.16870,0.16853,0.16555,0.16762,0.16969,0.00890,0.00000,-0.006310,0.277327,0.054417,-0.046794,0.121966,0.024876,-0.025530,-0.045150,0.210344,2.0924,4.4721,NULL,2017-06-28
2017-06-07,1.52,1.53,1.54,AAPL,143.94,2017-07-21,0.06027,150.00,7943,69464,312,31607,0.70,0.72,0.72,6.60,6.67,6.70,0.18663,0.18765,0.18867,0.18821,0.18079,0.18607,0.19135,0.00880,0.00000,-0.006785,0.197194,0.041901,-0.043306,0.102411,0.016684,-0.017115,-0.042125,0.222036,1.4559,5.9594,NULL,2017-06-29
2017-06-07,1.52,1.53,1.54,AAPL,144.72,2017-07-21,0.05753,150.00,2009,67976,159,31455,0.69,0.70,0.70,5.80,5.88,5.95,0.17393,0.17443,0.17493,0.17500,0.16672,0.17434,0.18197,0.00840,0.00000,-0.005898,0.207823,0.047292,-0.042704,0.100199,0.016909,-0.017312,-0.041553,0.217789,1.5783,5.3024,NULL,2017-06-30
2017-06-07,1.52,1.53,1.54,AAPL,143.50,2017-07-21,0.04932,150.00,3172,70515,241,31434,0.48,0.50,0.52,6.55,6.86,7.00,0.18751,0.19008,0.19266,0.18992,0.13551,0.17183,0.20814,0.00960,0.00000,-0.016443,0.158972,0.040079,-0.042371,0.077712,0.011042,-0.011289,-0.040779,0.221619,1.0894,5.9944,NULL,2017-07-03
2017-06-07,1.52,1.53,1.54,AAPL,144.31,2017-07-21,0.04384,150.00,4870,70919,161,31370,0.43,0.43,0.44,6.00,6.05,6.15,0.17658,0.17727,0.17796,0.17703,0.17037,0.18066,0.19095,0.00970,0.00000,-0.005541,0.156703,0.044989,-0.041150,0.072457,0.009729,-0.009919,-0.040224,0.220210,1.1354,5.2959,NULL,2017-07-05
2017-06-07,1.52,1.53,1.54,AAPL,142.77,2017-07-21,0.04110,150.00,17000,70806,597,31287,0.27,0.26,0.28,7.40,7.43,7.70,0.18906,0.18996,0.19085,0.18782,0.18220,0.20787,0.23354,0.00950,0.00000,-0.006424,0.102985,0.033085,-0.033217,0.048882,0.005938,-0.006046,-0.032587,0.204812,0.5767,6.3013,NULL,2017-07-06
2017-06-07,1.52,1.53,1.54,AAPL,144.48,2017-07-21,0.03836,150.00,11531,78678,6893,30756,0.25,0.25,0.26,5.65,5.73,5.80,0.15705,0.15798,0.15891,0.15644,0.14078,0.15495,0.16912,0.00940,0.00000,0.000000,0.115286,0.044037,-0.031242,0.053708,0.006299,-0.006393,-0.030820,0.195484,0.8060,4.8027,NULL,2017-07-07
2017-06-07,1.52,1.53,1.54,AAPL,145.39,2017-07-21,0.03014,150.00,5913,83221,391,27064,0.36,0.36,0.37,4.85,4.91,4.95,0.17359,0.17442,0.17525,0.17430,0.16467,0.17310,0.18153,0.00950,0.00000,-0.010230,0.159113,0.055251,-0.049837,0.060403,0.006868,-0.006978,-0.048607,0.173092,0.6508,3.7322,NULL,2017-07-10
2017-06-07,1.52,1.53,1.54,AAPL,145.62,2017-07-21,0.02740,150.00,11012,85895,597,26954,0.28,0.28,0.30,4.55,4.61,4.65,0.16239,0.16419,0.16599,0.16236,0.15041,0.16004,0.16967,0.00970,0.00000,-0.006541,0.141220,0.057390,-0.044847,0.051543,0.005563,-0.005640,-0.043945,0.164228,0.5705,3.4381,NULL,2017-07-11
2017-06-07,1.52,1.53,1.54,AAPL,146.04,2017-07-21,0.02466,150.00,5474,88675,505,26859,0.25,0.25,0.26,4.15,4.19,4.30,0.15481,0.15579,0.15676,0.15448,0.14642,0.16067,0.17493,0.00940,0.00000,0.000845,0.138854,0.062669,-0.044159,0.048559,0.004944,-0.005005,-0.043689,0.163996,0.6010,3.0779,NULL,2017-07-12
2017-06-07,1.52,1.53,1.54,AAPL,147.90,2017-07-21,0.02192,150.00,37338,90603,2968,26904,0.70,0.71,0.71,2.74,2.76,2.76,0.17094,0.17160,0.17225,0.17211,0.16972,0.17103,0.17235,0.00950,0.00000,-0.008096,0.299610,0.092466,-0.084177,0.076449,0.009569,-0.009724,-0.082075,0.162723,1.1765,1.7438,NULL,2017-07-13
2017-06-07,1.52,1.53,1.54,AAPL,149.26,2017-07-21,0.01918,150.00,23221,91540,4248,27208,0.99,1.02,1.00,1.68,1.72,1.69,0.15797,0.15859,0.15921,0.16180,0.15705,0.15767,0.15829,0.00930,0.00000,-0.006738,0.422353,0.117427,-0.096539,0.080516,0.011911,-0.012107,-0.093814,0.164699,1.8063,1.0092,NULL,2017-07-14
2017-06-07,1.52,1.53,1.54,AAPL,149.74,2017-07-21,0.01096,150.00,43923,92381,11216,29471,1.11,1.12,1.12,1.33,1.34,1.35,0.19389,0.19469,0.19549,0.19518,0.19389,0.19549,0.19708,0.00950,0.00000,-0.016376,0.475738,0.130561,-0.157744,0.062722,0.007703,-0.007826,-0.152773,0.176489,1.8677,0.5887,NULL,2017-07-17
2017-06-07,1.52,1.53,1.54,AAPL,149.93,2017-07-21,0.00822,150.00,33212,93153,5355,31367,1.02,1.10,1.03,1.08,1.15,1.09,0.19194,0.19286,0.19378,0.20594,0.19392,0.19484,0.19576,0.00950,0.00000,-0.012543,0.496918,0.142864,-0.190990,0.054331,0.006053,-0.006143,-0.186557,0.177627,1.8637,0.4127,NULL,2017-07-18
2017-06-07,1.52,1.53,1.54,AAPL,150.96,2017-07-21,0.00548,150.00,70213,91485,15695,31352,1.29,1.29,1.30,0.33,0.34,0.34,0.15982,0.16112,0.16243,0.16003,0.15862,0.15992,0.16122,0.00990,0.00000,0.016018,0.705947,0.193142,-0.152583,0.038420,0.004932,-0.004987,-0.154115,0.194846,2.6075,0.1422,NULL,2017-07-19
2017-06-07,1.52,1.53,1.54,AAPL,150.81,2017-07-21,0.00274,150.00,28524,71896,16553,33466,1.02,1.03,1.05,0.21,0.21,0.22,0.16090,0.16671,0.17253,0.16673,0.16477,0.16674,0.16870,0.01000,0.00000,-0.020342,0.734673,0.248864,-0.224668,0.025466,0.003036,-0.003065,-0.215544,0.190733,2.3690,0.0409,NULL,2017-07-20
2017-06-07,1.52,1.53,1.54,AAPL,150.15,2017-07-21,0.00000,150.00,75994,66875,41575,33361,0.16,0.17,0.19,0.02,0.02,0.03,0.17987,0.24705,0.31423,0.24966,0.23046,0.25228,0.27409,0.01000,0.00000,0.009972,0.781505,1.529752,-2.944797,0.002340,0.000030,-0.000030,-2.944792,0.187483,1.6515,0.0000,NULL,2017-07-21
2017-07-07,2.76,2.88,2.79,AAPL,144.48,2017-08-18,0.11507,140.00,754,9668,946,30089,7.05,7.17,7.20,2.76,2.88,2.79,0.23784,0.24203,0.24623,0.24433,0.23769,0.23853,0.23937,0.01050,0.00000,-0.017664,0.657974,0.030821,-0.059245,0.178671,0.101034,-0.108938,-0.052472,0.227155,7.8535,2.1176,NULL,2017-07-07
2017-07-07,2.76,2.88,2.79,AAPL,145.39,2017-08-18,0.10685,140.00,607,9467,2169,30207,7.65,7.59,7.70,2.39,2.36,2.42,0.24510,0.24662,0.24813,0.24143,0.24296,0.24387,0.24477,0.01040,0.00000,-0.021656,0.693379,0.030759,-0.059940,0.165025,0.099494,-0.107276,-0.051764,0.209422,8.1398,1.4561,NULL,2017-07-10
2017-07-07,2.76,2.88,2.79,AAPL,145.62,2017-08-18,0.10411,140.00,253,9472,1629,30489,7.65,7.67,7.75,2.21,2.26,2.25,0.24015,0.24322,0.24628,0.24150,0.23860,0.23983,0.24105,0.01050,0.00000,-0.019502,0.700998,0.030744,-0.059679,0.163130,0.098170,-0.105843,-0.051930,0.200151,8.1124,1.2368,NULL,2017-07-11
2017-07-07,2.76,2.88,2.79,AAPL,146.04,2017-08-18,0.10137,140.00,1385,9398,1476,30591,7.90,8.32,7.95,2.00,2.42,2.03,0.23733,0.23891,0.24050,0.26374,0.23786,0.23880,0.23975,0.01050,0.00000,-0.025969,0.703984,0.028319,-0.066797,0.160805,0.095660,-0.103793,-0.057370,0.199739,8.4669,1.0923,NULL,2017-07-12
2017-07-07,2.76,2.88,2.79,AAPL,147.90,2017-08-18,0.09863,140.00,1560,10053,3579,30273,9.20,9.41,9.35,1.46,1.75,1.47,0.23985,0.24512,0.25038,0.25455,0.23448,0.23483,0.23518,0.01050,0.00000,-0.018516,0.760410,0.026397,-0.059276,0.142816,0.101521,-0.110482,-0.051096,0.201085,9.9089,0.7628,NULL,2017-07-13
2017-07-07,2.76,2.88,2.79,AAPL,149.26,2017-08-18,0.09589,140.00,590,9275,2507,30318,10.30,10.19,10.40,1.14,1.15,1.16,0.24446,0.24828,0.25210,0.23534,0.23492,0.23574,0.23657,0.01040,0.00000,-0.020612,0.815051,0.024659,-0.051000,0.120544,0.106760,-0.116196,-0.041543,0.205453,11.1222,0.5860,NULL,2017-07-14
2017-07-07,2.76,2.88,2.79,AAPL,149.74,2017-08-18,0.08767,140.00,388,9215,4455,31311,10.75,10.61,10.85,1.10,1.11,1.12,0.26197,0.26608,0.27020,0.25026,0.24941,0.25027,0.25113,0.01070,0.00000,-0.021839,0.822434,0.023557,-0.055171,0.115533,0.098532,-0.107547,-0.045155,0.215795,11.5462,0.5415,NULL,2017-07-17
2017-07-07,2.76,2.88,2.79,AAPL,149.93,2017-08-18,0.08493,140.00,785,9252,2535,31444,10.90,10.78,11.00,1.09,1.10,1.10,0.26641,0.27078,0.27515,0.25614,0.25534,0.25578,0.25622,0.01070,0.00000,-0.022391,0.824996,0.023143,-0.056802,0.113821,0.095760,-0.104642,-0.046584,0.216210,11.6818,0.4960,NULL,2017-07-18
2017-07-07,2.76,2.88,2.79,AAPL,150.96,2017-08-18,0.08219,140.00,756,9216,4267,31847,11.60,11.44,11.75,0.82,0.80,0.84,0.26220,0.26945,0.27670,0.24668,0.24856,0.24953,0.25050,0.01110,0.00000,-0.016018,0.858349,0.021130,-0.048754,0.093112,0.096966,-0.106092,-0.039991,0.230621,12.6317,0.4812,NULL,2017-07-19
2017-07-07,2.76,2.88,2.79,AAPL,150.81,2017-08-18,0.07945,140.00,223,9360,601,33605,11.50,11.43,11.65,0.80,0.92,0.82,0.26800,0.27516,0.28231,0.26084,0.24878,0.24977,0.25076,0.01150,0.00000,-0.018253,0.846526,0.021444,-0.054745,0.101142,0.092218,-0.101041,-0.045288,0.223339,12.4280,0.4126,NULL,2017-07-20
2017-07-07,2.76,2.88,2.79,AAPL,150.15,2017-08-18,0.07671,140.00,383,9506,1211,33812,10.85,10.70,11.00,0.83,0.86,0.85,0.26407,0.27097,0.27788,0.24860,0.24576,0.24677,0.24778,0.01000,0.00000,-0.019910,0.846490,0.023004,-0.053259,0.099056,0.089163,-0.097127,-0.043738,0.213306,11.7191,0.3775,NULL,2017-07-21
2017-07-07,2.76,2.88,2.79,AAPL,152.35,2017-08-18,0.06849,140.00,385,9721,1597,33689,12.80,12.87,12.95,0.60,0.80,0.62,0.28458,0.29339,0.30220,0.29282,0.26769,0.26900,0.27032,0.01000,0.00000,-0.026448,0.868372,0.018362,-0.061750,0.085133,0.081664,-0.090275,-0.049849,0.238834,13.8724,0.2800,NULL,2017-07-24
2017-07-07,2.76,2.88,2.79,AAPL,152.82,2017-08-18,0.06575,140.00,562,9336,2853,33784,13.10,13.27,13.45,0.53,0.78,0.54,0.28004,0.30179,0.32353,0.30256,0.27027,0.27096,0.27164,0.00960,0.00000,-0.023942,0.873396,0.017606,-0.062363,0.083855,0.078898,-0.087437,-0.051341,0.227218,14.2073,0.1805,NULL,2017-07-25
2017-07-07,2.76,2.88,2.79,AAPL,153.28,2017-08-18,0.06301,140.00,299,9030,897,33267,13.60,13.36,13.90,0.46,0.39,0.47,0.29700,0.31616,0.33532,0.26070,0.27227,0.27304,0.27382,0.01020,0.00000,-0.026332,0.917621,0.015220,-0.045845,0.056479,0.080071,-0.088304,-0.033133,0.242434,14.7030,0.1982,NULL,2017-07-26
2017-07-07,2.76,2.88,2.79,AAPL,150.00,2017-08-18,0.06027,140.00,594,8852,1991,33054,10.80,10.78,11.00,0.96,1.08,0.99,0.30474,0.31510,0.32546,0.30242,0.28969,0.29139,0.29309,0.01010,0.00000,-0.029255,0.826578,0.023139,-0.077105,0.096329,0.068106,-0.074451,-0.064927,0.243924,11.6114,0.4107,NULL,2017-07-27
2017-07-07,2.76,2.88,2.79,AAPL,149.45,2017-08-18,0.05753,140.00,304,8945,1665,33430,10.20,10.20,10.30,0.97,1.08,0.98,0.29855,0.30386,0.30917,0.29863,0.28684,0.28738,0.28791,0.01000,0.00000,-0.028077,0.820680,0.024584,-0.078461,0.094118,0.064568,-0.070300,-0.066759,0.240754,11.0282,0.4116,NULL,2017-07-28
2017-07-07,2.76,2.88,2.79,AAPL,148.98,2017-08-18,0.04932,140.00,279,8858,2683,33440,9.70,9.67,9.80,0.91,1.04,0.93,0.31144,0.31717,0.32290,0.30764,0.29278,0.29393,0.29508,0.01000,0.00000,-0.030677,0.818777,0.026038,-0.087000,0.087088,0.055262,-0.059933,-0.074518,0.237946,10.4533,0.3338,NULL,2017-07-31
2017-07-07,2.76,2.88,2.79,AAPL,149.78,2017-08-18,0.04658,140.00,959,8896,5143,34348,10.20,10.07,10.45,0.69,0.68,0.72,0.30450,0.32014,0.33577,0.28705,0.28780,0.28992,0.29205,0.01000,0.00000,-0.026898,0.859778,0.024140,-0.072829,0.070065,0.055200,-0.059759,-0.060855,0.243084,11.1467,0.2638,NULL,2017-08-01
2017-07-07,2.76,2.88,2.79,AAPL,157.80,2017-08-18,0.04384,140.00,1029,8755,4895,36561,17.75,17.35,17.95,0.10,0.01,0.11,0.38786,0.40840,0.42895,0.21804,0.29348,0.29578,0.29808,0.01020,0.00000,-0.018057,0.995233,0.001924,-0.013873,0.004433,0.061135,-0.068610,-0.003083,0.274478,18.9624,0.0407,NULL,2017-08-02
2017-07-07,2.76,2.88,2.79,AAPL,155.46,2017-08-18,0.04110,140.00,316,8550,648,34247,15.45,15.05,15.60,0.13,0.02,0.14,0.36567,0.38073,0.39580,0.21456,0.28383,0.28584,0.28786,0.01000,0.00000,-0.024202,0.991239,0.003517,-0.018308,0.006956,0.057044,-0.063112,-0.005309,0.274447,16.6478,0.0672,NULL,2017-08-03
2017-07-07,2.76,2.88,2.79,AAPL,156.00,2017-08-18,0.03836,140.00,168,8530,2110,32592,15.95,15.63,16.15,0.09,0.08,0.10,0.38385,0.40470,0.42555,0.27903,0.28304,0.28553,0.28801,0.01000,0.00000,-0.022271,0.975000,0.006881,-0.029789,0.016546,0.052248,-0.058145,-0.017754,0.270677,17.1445,0.0410,NULL,2017-08-04
2017-07-07,2.76,2.88,2.79,AAPL,158.68,2017-08-18,0.03014,140.00,444,8426,483,31007,18.60,18.20,18.85,0.07,0.03,0.08,0.49115,0.52117,0.55120,0.31339,0.34690,0.35038,0.35387,0.00990,0.00000,-0.018715,0.988672,0.003450,-0.022444,0.007920,0.041694,-0.047132,-0.011608,0.277452,19.7594,0.0064,NULL,2017-08-07
2017-07-07,2.76,2.88,2.79,AAPL,160.14,2017-08-18,0.02740,140.00,518,8555,2187,31090,20.05,19.59,20.25,0.04,0.00,0.05,0.55129,0.57729,0.60328,0.23390,0.35659,0.36192,0.36725,0.01000,0.00000,-0.010227,0.999701,0.000177,-0.008090,0.000321,0.038394,-0.043731,-0.000332,0.295996,21.1932,0.0041,NULL,2017-08-08
2017-07-07,2.76,2.88,2.79,AAPL,160.98,2017-08-18,0.02466,140.00,23224,8320,937,30850,20.85,20.98,21.05,0.06,0.00,0.07,0.00000,0.28441,0.56882,0.29825,0.40954,0.41425,0.41896,0.01010,0.00000,0.175176,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.308193,22.5847,0.0025,NULL,2017-08-09
