transact_date,transact_pbidpx,transact_pvalue,transact_paskpx,ticker,stkpx,expirdate,yte,strike,cvolu,coi,pvolu,poi,cbidpx,cvalue,caskpx,pbidpx,pvalue,paskpx,cbidiv,cmidiv,caskiv,smoothsmvvol,pbidiv,pmidiv,paskiv,irate,divrate,residualratedata,delta,gamma,theta,vega,rho,phi,driftlesstheta,extvol,extctheo,extptheo,spot_px,trade_date
2018-08-08,2.38,2.41,2.40,AAPL,215.58,2018-09-21,0.08767,200.00,1739,31075,8342,20944,16.75,16.55,16.90,0.76,0.61,0.77,0.22138,0.22735,0.23333,0.20419,0.21720,0.21761,0.21801,0.02060,0.00000,0.000000,0.903671,0.013135,-0.044925,0.108612,0.156348,-0.170862,-0.034864,0.251234,19.1287,0.9216,NULL,2018-08-20
2018-08-08,2.38,2.41,2.40,AAPL,215.32,2018-09-21,0.08493,200.00,2307,31077,933,24867,16.35,16.27,16.60,0.77,0.60,0.78,0.21146,0.22174,0.23203,0.20435,0.21897,0.21938,0.21980,0.02080,0.00000,0.000000,0.903307,0.013387,-0.045663,0.106877,0.151438,-0.165266,-0.035506,0.242547,18.7154,0.8008,NULL,2018-08-21
2018-08-08,2.38,2.41,2.40,AAPL,215.55,2018-09-21,0.08219,200.00,1122,30379,1487,25094,16.45,16.36,16.75,0.64,0.47,0.65,0.20559,0.21887,0.23215,0.19603,0.21333,0.21380,0.21428,0.02090,0.00000,0.000000,0.918182,0.012510,-0.040992,0.091982,0.149287,-0.162737,-0.030596,0.239558,18.8168,0.7039,NULL,2018-08-22
2018-08-08,2.38,2.41,2.40,AAPL,215.93,2018-09-21,0.07945,200.00,1537,30228,1164,25888,16.85,16.68,16.95,0.60,0.42,0.61,0.21569,0.22050,0.22531,0.19736,0.21652,0.21700,0.21748,0.02080,0.00000,0.000000,0.924753,0.011841,-0.039887,0.090504,0.145464,-0.158720,-0.029458,0.243253,19.1425,0.6651,NULL,2018-08-23
2018-08-08,2.38,2.41,2.40,AAPL,217.89,2018-09-21,0.06849,200.00,1021,29724,1973,25973,18.60,18.31,18.70,0.39,0.15,0.40,0.23359,0.23946,0.24532,0.18641,0.22652,0.22719,0.22787,0.01960,0.00000,0.000000,0.965028,0.007270,-0.026739,0.045057,0.131546,-0.144093,-0.016431,0.234795,20.7331,0.3104,NULL,2018-08-27
2018-08-08,2.38,2.41,2.40,AAPL,220.08,2018-09-21,0.06575,200.00,820,29378,821,25982,20.75,20.46,20.90,0.37,0.12,0.38,0.25440,0.26408,0.27375,0.19976,0.24831,0.24910,0.24989,0.01960,0.00000,0.000000,0.972876,0.005556,-0.025111,0.037144,0.127407,-0.140867,-0.014712,0.247783,22.8828,0.2500,NULL,2018-08-28
2018-08-08,2.38,2.41,2.40,AAPL,223.05,2018-09-21,0.06301,200.00,400,29000,3151,26523,23.65,23.45,23.75,0.28,0.05,0.29,0.25966,0.26870,0.27774,0.19823,0.26538,0.26633,0.26729,0.01970,0.00000,-0.008119,0.988175,0.002779,-0.022456,0.019373,0.124183,-0.138965,-0.007444,0.250167,25.7674,0.1367,NULL,2018-08-29
2018-08-08,2.38,2.41,2.40,AAPL,224.66,2018-09-21,0.06027,200.00,536,28881,3127,25886,25.15,24.99,25.45,0.33,0.09,0.35,0.27881,0.30373,0.32866,0.23446,0.29378,0.29557,0.29736,0.01970,0.00000,0.000000,0.981122,0.003568,-0.024107,0.024416,0.117860,-0.132931,-0.013559,0.256340,27.2884,0.1038,NULL,2018-08-30
2018-08-08,2.38,2.41,2.40,AAPL,227.87,2018-09-21,0.05753,200.00,214,28772,2573,25232,28.25,28.16,28.65,0.32,0.06,0.33,0.28714,0.32718,0.36721,0.25033,0.32667,0.32765,0.32862,0.01950,0.00000,0.000000,0.987132,0.002424,-0.021318,0.019421,0.113283,-0.129493,-0.010805,0.269749,30.4692,0.0688,NULL,2018-08-31
2018-08-08,2.38,2.41,2.40,AAPL,228.63,2018-09-21,0.04658,200.00,495,28620,1007,24330,29.00,28.86,29.25,0.28,0.05,0.29,0.33578,0.36504,0.39431,0.27364,0.36042,0.36170,0.36297,0.02000,0.00000,0.000000,0.989858,0.001998,-0.021530,0.014130,0.092037,-0.105489,-0.010711,0.283210,31.1692,0.0384,NULL,2018-09-04
2018-08-08,2.38,2.41,2.40,AAPL,226.89,2018-09-21,0.04384,200.00,579,28479,1392,24604,27.25,27.14,27.55,0.32,0.08,0.33,0.32867,0.36281,0.39695,0.28763,0.36389,0.36500,0.36611,0.02000,0.00000,0.000000,0.984192,0.002902,-0.027679,0.017093,0.086062,-0.097971,-0.016931,0.286387,29.4494,0.0473,NULL,2018-09-05
2018-08-08,2.38,2.41,2.40,AAPL,223.06,2018-09-21,0.04110,200.00,711,28475,1212,24875,23.45,23.45,23.80,0.42,0.17,0.44,0.29536,0.33397,0.37257,0.29684,0.35639,0.35837,0.36035,0.01980,0.00000,-0.008063,0.969165,0.005193,-0.045901,0.029942,0.079276,-0.088924,-0.031188,0.272117,25.5795,0.0599,NULL,2018-09-06
2018-08-08,2.38,2.41,2.40,AAPL,222.51,2018-09-21,0.03836,200.00,369,28218,952,24916,22.85,23.32,23.40,0.45,0.60,0.47,0.29009,0.34824,0.40639,0.39346,0.36798,0.36974,0.37150,0.01980,0.00000,-0.007245,0.924891,0.008283,-0.100492,0.065311,0.070063,-0.079014,-0.086971,0.277982,25.0048,0.0623,NULL,2018-09-07
2018-08-08,2.38,2.41,2.40,AAPL,218.34,2018-09-21,0.03014,200.00,617,28122,2405,24446,18.90,18.82,19.15,0.50,0.30,0.51,0.34432,0.36720,0.39008,0.32735,0.36732,0.36819,0.36906,0.01980,0.00000,-0.010898,0.944143,0.009085,-0.079329,0.042653,0.056523,-0.062203,-0.063575,0.280584,20.7836,0.0802,NULL,2018-09-10
2018-08-08,2.38,2.41,2.40,AAPL,221.24,2018-09-21,0.02466,200.00,410,27904,1347,24281,21.35,21.70,21.75,0.20,0.30,0.22,0.00000,0.20848,0.41695,0.40304,0.37101,0.37458,0.37816,0.02010,0.00000,-0.010900,0.949788,0.007405,-0.096656,0.039069,0.046528,-0.051885,-0.080652,0.296151,23.6313,0.0260,NULL,2018-09-12
2018-08-08,2.38,2.41,2.40,AAPL,225.73,2018-09-21,0.02192,200.00,921,27875,1486,24064,25.75,25.84,26.10,0.09,0.00,0.10,0.00000,0.23895,0.47790,0.26996,0.39894,0.40225,0.40556,0.02010,0.00000,-0.005761,0.998984,0.000377,-0.016064,0.001111,0.043828,-0.049501,-0.001917,0.318092,28.1032,0.0075,NULL,2018-09-13
2018-08-08,2.38,2.41,2.40,AAPL,223.74,2018-09-21,0.01918,200.00,613,27460,6784,23745,23.75,23.83,24.05,0.09,0.00,0.10,0.00000,0.23179,0.46359,0.26198,0.40006,0.40337,0.40667,0.02020,0.00000,-0.005336,0.999184,0.000343,-0.015586,0.000748,0.038370,-0.042950,-0.001614,0.307360,26.0754,0.0050,NULL,2018-09-14
2018-08-08,2.38,2.41,2.40,AAPL,218.37,2018-09-21,0.01096,200.00,1220,27212,2832,29260,18.55,18.49,18.75,0.16,0.03,0.17,0.42935,0.48207,0.53480,0.37218,0.47625,0.47892,0.48160,0.02020,0.00000,-0.021947,0.989116,0.003367,-0.053269,0.006770,0.021711,-0.023744,-0.030464,0.319207,20.6495,0.0031,NULL,2018-09-17
2018-08-08,2.38,2.41,2.40,AAPL,218.64,2018-09-21,0.00822,200.00,364,26898,2229,28972,18.70,18.80,18.95,0.09,0.08,0.10,0.00000,0.29954,0.59909,0.49854,0.50317,0.50764,0.51211,0.02050,0.00000,-0.023892,0.977532,0.005398,-0.111560,0.011167,0.016088,-0.017640,-0.087852,0.329608,20.9003,0.0007,NULL,2018-09-18
2018-08-08,2.38,2.41,2.40,AAPL,218.74,2018-09-21,0.00548,200.00,685,26875,1855,29642,18.50,18.81,18.90,0.05,0.00,0.06,0.00000,0.30823,0.61645,0.32199,0.56585,0.57363,0.58141,0.02030,0.00000,-0.049222,0.999933,0.000052,-0.038428,0.000046,0.011022,-0.012060,-0.000351,0.327462,20.9990,0.0000,NULL,2018-09-19
2018-08-08,2.38,2.41,2.40,AAPL,220.53,2018-09-21,0.00274,200.00,1391,26779,1661,29422,20.40,20.54,20.80,0.01,0.00,0.02,0.00000,0.56297,1.12594,0.34126,0.70672,0.73476,0.76280,0.02030,0.00000,-0.004938,1.000000,0.000000,-0.013828,0.000000,0.005548,-0.006117,0.000000,0.324039,22.7493,0.0000,NULL,2018-09-20
2018-08-08,2.38,2.41,2.40,AAPL,217.32,2018-09-21,0.00000,200.00,1459,26019,241,29331,17.10,17.33,17.45,0.01,0.00,0.01,0.00000,0.00000,0.00000,1.26340,0.00000,0.00000,0.00000,0.02050,0.00000,-1.416503,1.000000,0.000000,-0.787361,0.000000,0.000068,-0.000074,0.000000,1.567950,19.5030,0.0000,NULL,2018-09-21
2018-08-31,3.75,3.45,3.85,AAPL,227.87,2018-10-19,0.13425,220.00,2950,19270,13501,7131,12.30,12.02,12.45,3.75,3.45,3.85,0.22033,0.22292,0.22550,0.21075,0.22090,0.22262,0.22434,0.02110,0.00000,-0.003289,0.704098,0.019708,-0.072178,0.289768,0.199301,-0.215444,-0.062261,0.213252,13.7413,2.8911,NULL,2018-08-31
2018-08-31,3.75,3.45,3.85,AAPL,228.63,2018-10-19,0.12329,220.00,2554,18274,3262,9983,12.95,13.05,13.10,3.65,3.74,3.75,0.23453,0.23722,0.23991,0.23823,0.23493,0.23672,0.23851,0.02130,0.00000,-0.004820,0.705438,0.018094,-0.084140,0.278617,0.182803,-0.198900,-0.073533,0.219225,14.2222,2.6190,NULL,2018-09-04
2018-08-31,3.75,3.45,3.85,AAPL,226.89,2018-10-19,0.12055,220.00,4145,18437,3157,10508,11.75,11.81,11.80,4.15,4.21,4.20,0.23638,0.23725,0.23813,0.23853,0.23658,0.23745,0.23833,0.02140,0.00000,-0.006638,0.675305,0.019218,-0.087977,0.286246,0.170519,-0.184762,-0.077114,0.221203,12.9298,3.0480,NULL,2018-09-05
2018-08-31,3.75,3.45,3.85,AAPL,223.06,2018-10-19,0.11781,220.00,5109,18326,1983,10676,9.15,8.76,9.25,5.40,5.03,5.50,0.23458,0.23626,0.23795,0.22134,0.23380,0.23548,0.23716,0.02130,0.00000,-0.005847,0.603285,0.022841,-0.085632,0.297142,0.148265,-0.158584,-0.076275,0.207854,9.7756,3.8094,NULL,2018-09-06
2018-08-31,3.75,3.45,3.85,AAPL,222.51,2018-10-19,0.11507,220.00,5415,21379,2030,10563,8.75,8.47,8.95,5.60,5.31,5.75,0.23503,0.23843,0.24184,0.22560,0.23550,0.23805,0.24060,0.02140,0.00000,-0.005914,0.589949,0.022912,-0.088281,0.293782,0.141347,-0.151100,-0.079092,0.218104,9.6221,4.2259,NULL,2018-09-07
2018-08-31,3.75,3.45,3.85,AAPL,218.34,2018-10-19,0.10685,220.00,11231,21600,4864,10580,6.40,6.19,6.45,7.45,7.25,7.55,0.24154,0.24241,0.24328,0.23426,0.24111,0.24286,0.24462,0.02140,0.00000,-0.006483,0.491087,0.023971,-0.093619,0.286108,0.107988,-0.114606,-0.085902,0.216676,6.8251,5.6942,NULL,2018-09-10
2018-08-31,3.75,3.45,3.85,AAPL,221.24,2018-10-19,0.10137,220.00,8832,24060,3440,11721,7.25,6.90,7.35,5.45,5.07,5.50,0.22404,0.22583,0.22763,0.21129,0.22499,0.22589,0.22678,0.02160,0.00000,-0.006411,0.563270,0.026577,-0.088594,0.278485,0.119376,-0.126368,-0.079560,0.222993,8.5232,4.4759,NULL,2018-09-12
2018-08-31,3.75,3.45,3.85,AAPL,225.73,2018-10-19,0.09863,220.00,8646,25287,5818,12999,9.95,9.74,10.00,3.65,3.47,3.75,0.22615,0.22711,0.22808,0.21795,0.22497,0.22690,0.22883,0.02150,0.00000,-0.004547,0.672621,0.023454,-0.087898,0.258753,0.140192,-0.149799,-0.077758,0.236039,11.7509,3.2203,NULL,2018-09-13
2018-08-31,3.75,3.45,3.85,AAPL,223.74,2018-10-19,0.09589,220.00,14367,23701,14117,13074,8.30,8.36,8.40,4.05,4.10,4.10,0.21555,0.21745,0.21935,0.21796,0.21625,0.21720,0.21815,0.02160,0.00000,-0.004856,0.625765,0.025185,-0.091587,0.262934,0.126277,-0.134300,-0.082045,0.224524,9.9861,3.4755,NULL,2018-09-14
2018-08-31,3.75,3.45,3.85,AAPL,218.37,2018-10-19,0.08767,220.00,8834,34996,6500,24134,5.60,5.65,5.70,6.75,6.78,6.85,0.23682,0.23877,0.24072,0.23890,0.23779,0.23974,0.24169,0.02160,0.00000,-0.006858,0.486129,0.025929,-0.104501,0.256713,0.088147,-0.093105,-0.096665,0.233458,6.6409,5.5729,NULL,2018-09-17
2018-08-31,3.75,3.45,3.85,AAPL,218.64,2018-10-19,0.08493,220.00,5911,38486,5034,27352,5.65,5.67,5.70,6.50,6.53,6.60,0.23763,0.23861,0.23959,0.23826,0.23693,0.23890,0.24086,0.02170,0.00000,-0.006847,0.492049,0.026387,-0.106063,0.255217,0.086593,-0.091407,-0.098092,0.235975,6.7512,5.4240,NULL,2018-09-18
2018-08-31,3.75,3.45,3.85,AAPL,218.74,2018-10-19,0.08219,220.00,6682,38304,2709,30231,5.35,5.36,5.40,6.10,6.13,6.15,0.22752,0.22852,0.22951,0.22795,0.22693,0.22793,0.22892,0.02160,0.00000,-0.008392,0.492773,0.028024,-0.103855,0.251163,0.084221,-0.088629,-0.095439,0.231247,6.5918,5.1602,NULL,2018-09-19
2018-08-31,3.75,3.45,3.85,AAPL,220.53,2018-10-19,0.07945,220.00,7288,39593,3058,31355,5.85,5.88,5.90,4.85,4.91,4.95,0.21532,0.21633,0.21734,0.21661,0.21422,0.21625,0.21828,0.02170,0.00000,-0.005317,0.541785,0.029573,-0.100847,0.246868,0.090295,-0.094970,-0.092438,0.227363,7.4034,4.2189,NULL,2018-09-20
2018-08-31,3.75,3.45,3.85,AAPL,217.32,2018-10-19,0.07671,220.00,9067,40033,3126,31063,4.15,4.17,4.20,6.40,6.43,6.50,0.21464,0.21570,0.21676,0.21543,0.21434,0.21647,0.21860,0.02050,0.00000,-0.007135,0.444146,0.030601,-0.098873,0.235783,0.070878,-0.074077,-0.091881,0.227470,5.5036,5.5767,NULL,2018-09-21
2018-08-31,3.75,3.45,3.85,AAPL,220.67,2018-10-19,0.06849,220.00,6257,42644,2456,31471,5.35,5.39,5.40,4.25,4.31,4.35,0.20756,0.20865,0.20974,0.20916,0.20668,0.20886,0.21105,0.02070,0.00000,-0.008608,0.547369,0.032911,-0.105301,0.229168,0.079080,-0.082771,-0.096035,0.225795,7.0424,3.7490,NULL,2018-09-24
2018-08-31,3.75,3.45,3.85,AAPL,222.34,2018-10-19,0.06575,220.00,5442,42956,1659,30838,6.20,6.21,6.25,3.40,3.47,3.50,0.20746,0.20858,0.20971,0.20810,0.20482,0.20708,0.20934,0.02120,0.00000,-0.008048,0.602970,0.032651,-0.105994,0.222042,0.084109,-0.088197,-0.095749,0.225300,7.9987,3.0280,NULL,2018-09-25
2018-08-31,3.75,3.45,3.85,AAPL,221.89,2018-10-19,0.06301,220.00,2934,42619,1995,32459,5.80,5.84,5.85,3.50,3.56,3.60,0.20582,0.20697,0.20812,0.20766,0.20505,0.20735,0.20965,0.02110,0.00000,-0.008769,0.589457,0.033740,-0.108355,0.217422,0.078781,-0.082463,-0.098130,0.226115,7.6105,3.1028,NULL,2018-09-26
2018-08-31,3.75,3.45,3.85,AAPL,225.08,2018-10-19,0.06027,220.00,5463,42077,3639,33399,7.85,7.92,7.95,2.47,2.50,2.49,0.21252,0.21509,0.21766,0.21626,0.21486,0.21537,0.21588,0.02100,0.00000,-0.005734,0.686894,0.029757,-0.107323,0.194533,0.088463,-0.093241,-0.096579,0.235501,9.8886,2.2101,NULL,2018-09-27
2018-08-31,3.75,3.45,3.85,AAPL,225.27,2018-10-19,0.05753,220.00,1043,41548,4417,33292,7.60,7.67,7.70,2.04,2.08,2.07,0.19826,0.20089,0.20353,0.20193,0.20001,0.20080,0.20159,0.02120,0.00000,-0.005057,0.706981,0.031656,-0.100633,0.189742,0.087269,-0.091685,-0.089728,0.220832,9.6584,1.8099,NULL,2018-09-28
2018-08-31,3.75,3.45,3.85,AAPL,226.63,2018-10-19,0.04932,220.00,1562,41209,4372,32960,8.40,8.47,8.50,1.52,1.53,1.54,0.20274,0.20592,0.20910,0.20700,0.20607,0.20670,0.20734,0.02130,0.00000,-0.007589,0.757902,0.030080,-0.103601,0.157227,0.080584,-0.084762,-0.090677,0.225091,10.5031,1.3032,NULL,2018-10-01
2018-08-31,3.75,3.45,3.85,AAPL,229.35,2018-10-19,0.04658,220.00,1608,40457,2805,32164,10.75,10.76,10.85,1.17,1.15,1.19,0.22496,0.22874,0.23252,0.22587,0.22751,0.22826,0.22902,0.02140,0.00000,-0.004658,0.816913,0.023793,-0.100072,0.132287,0.082311,-0.087327,-0.087464,0.240794,12.8581,0.9502,NULL,2018-10-02
2018-08-31,3.75,3.45,3.85,AAPL,231.93,2018-10-19,0.04384,220.00,3328,39784,7868,32176,13.05,13.02,13.10,0.86,0.80,0.87,0.24088,0.24323,0.24559,0.23808,0.24404,0.24450,0.24498,0.02150,0.00000,-0.009193,0.867015,0.018638,-0.093659,0.106031,0.082505,-0.088217,-0.077844,0.251748,15.1934,0.6500,NULL,2018-10-03
2018-08-31,3.75,3.45,3.85,AAPL,227.72,2018-10-19,0.04110,220.00,2056,38645,4596,33746,9.60,9.65,9.70,1.70,1.71,1.72,0.25225,0.25570,0.25915,0.25570,0.25527,0.25596,0.25665,0.02160,0.00000,-0.003608,0.761636,0.026323,-0.133568,0.144911,0.067367,-0.071336,-0.122256,0.245460,11.3199,1.0974,NULL,2018-10-04
2018-08-31,3.75,3.45,3.85,AAPL,224.42,2018-10-19,0.03836,220.00,4270,37898,11115,32867,7.05,7.14,7.15,2.48,2.53,2.50,0.25103,0.25416,0.25730,0.25682,0.25365,0.25427,0.25489,0.02150,0.00000,-0.001826,0.669596,0.032235,-0.155831,0.162345,0.054948,-0.057690,-0.146684,0.246124,8.5700,1.7127,NULL,2018-10-05
2018-08-31,3.75,3.45,3.85,AAPL,224.53,2018-10-19,0.03014,220.00,8131,37771,9201,33433,6.80,6.85,6.85,2.06,2.10,2.10,0.25819,0.26001,0.26182,0.26158,0.25887,0.26032,0.26177,0.02150,0.00000,-0.012494,0.689359,0.034740,-0.177941,0.137911,0.044634,-0.046700,-0.164163,0.240118,8.2201,1.2229,NULL,2018-10-08
2018-08-31,3.75,3.45,3.85,AAPL,226.91,2018-10-19,0.02740,220.00,1808,36984,4206,33375,8.40,8.55,8.45,1.29,1.44,1.31,0.25998,0.26225,0.26452,0.27348,0.26017,0.26108,0.26199,0.02170,0.00000,-0.012355,0.766365,0.029924,-0.173288,0.118054,0.045356,-0.047702,-0.157862,0.242804,10.0809,0.6981,NULL,2018-10-09
2018-08-31,3.75,3.45,3.85,AAPL,218.90,2018-10-19,0.02466,220.00,8297,36776,11386,32972,4.10,4.30,4.20,5.05,5.25,5.15,0.33092,0.33455,0.33819,0.34564,0.33142,0.33506,0.33870,0.02180,0.00000,-0.009152,0.479556,0.033667,-0.272559,0.137631,0.024858,-0.025920,-0.264021,0.268807,4.3796,3.1306,NULL,2018-10-10
2018-08-31,3.75,3.45,3.85,AAPL,215.89,2018-10-19,0.02192,220.00,27872,37610,6769,33525,2.67,2.76,2.72,6.60,6.71,6.70,0.33828,0.34033,0.34238,0.34537,0.33620,0.34031,0.34442,0.02140,0.00000,-0.013910,0.371438,0.034349,-0.269085,0.121947,0.016998,-0.017603,-0.261594,0.271228,2.6942,4.4879,NULL,2018-10-11
2018-08-31,3.75,3.45,3.85,AAPL,220.99,2018-10-19,0.01918,220.00,19237,40374,7757,34115,3.90,3.92,3.95,2.80,2.85,2.85,0.27317,0.27524,0.27732,0.27497,0.27116,0.27324,0.27531,0.02140,0.00000,-0.001072,0.558687,0.047054,-0.245350,0.120505,0.022966,-0.023720,-0.237990,0.262340,5.1231,1.8360,NULL,2018-10-12
2018-08-31,3.75,3.45,3.85,AAPL,218.49,2018-10-19,0.01096,220.00,28542,41062,16328,35732,2.29,2.26,2.32,3.70,3.67,3.75,0.32045,0.32213,0.32381,0.31667,0.32023,0.32303,0.32584,0.02170,0.00000,-0.024512,0.429924,0.054393,-0.368288,0.089253,0.010078,-0.010326,-0.356681,0.258585,2.7950,2.0187,NULL,2018-10-15
2018-08-31,3.75,3.45,3.85,AAPL,222.46,2018-10-19,0.00822,220.00,29308,41769,13052,37005,3.75,3.67,3.80,1.24,1.15,1.25,0.28269,0.28615,0.28961,0.27192,0.28437,0.28506,0.28575,0.02190,0.00000,-0.013209,0.682405,0.065104,-0.340596,0.072199,0.012226,-0.012529,-0.326347,0.260712,5.2748,0.5272,NULL,2018-10-16
2018-08-31,3.75,3.45,3.85,AAPL,221.07,2018-10-19,0.00548,220.00,20768,42425,25461,37881,2.51,2.54,2.54,1.39,1.40,1.41,0.28799,0.29037,0.29274,0.29290,0.29138,0.29296,0.29455,0.02190,0.00000,-0.039303,0.598537,0.080761,-0.485606,0.063172,0.007156,-0.007296,-0.463845,0.256459,3.8672,0.5133,NULL,2018-10-17
2018-08-31,3.75,3.45,3.85,AAPL,216.14,2018-10-19,0.00274,220.00,49129,42764,12421,39967,0.34,0.36,0.36,4.10,4.20,4.25,0.34175,0.34515,0.34855,0.34772,0.30971,0.33655,0.36339,0.02190,0.00000,-0.004619,0.169889,0.064092,-0.498565,0.029402,0.001009,-0.001019,-0.495923,0.246559,0.4868,2.1710,NULL,2018-10-18
2018-08-31,3.75,3.45,3.85,AAPL,219.74,2018-10-19,0.00000,220.00,89886,50368,63759,38323,0.16,0.17,0.18,0.44,0.45,0.47,0.54237,0.56329,0.58421,0.56465,0.53459,0.56600,0.59741,0.02190,0.00000,3.266863,0.350303,0.515372,-10.183988,0.004780,0.000023,-0.000023,-10.786882,1.186270,1.9978,0.0780,NULL,2018-10-19
2018-10-04,3.95,4.01,4.00,AAPL,227.72,2018-11-16,0.11781,215.00,731,6637,1678,11156,16.90,16.88,16.95,3.95,4.01,4.00,0.29806,0.29905,0.30003,0.29732,0.29482,0.29580,0.29678,0.02220,0.00000,-0.013350,0.733260,0.014200,-0.103639,0.254652,0.176746,-0.196142,-0.089031,0.249342,17.4674,2.3147,NULL,2018-10-04
2018-10-04,3.95,4.01,4.00,AAPL,224.42,2018-11-16,0.11507,215.00,463,6693,1692,11205,14.60,14.47,14.75,5.05,4.94,5.15,0.30379,0.30651,0.30924,0.29894,0.30307,0.30489,0.30670,0.02230,0.00000,-0.012898,0.684661,0.015694,-0.110019,0.274942,0.160067,-0.176284,-0.096609,0.253358,14.8896,3.1057,NULL,2018-10-05
2018-10-04,3.95,4.01,4.00,AAPL,224.53,2018-11-16,0.10685,215.00,682,6749,1257,11615,14.40,14.30,14.45,4.70,4.64,4.75,0.30428,0.30526,0.30624,0.30041,0.30289,0.30386,0.30484,0.02230,0.00000,-0.016649,0.691248,0.016055,-0.114911,0.254229,0.150486,-0.165352,-0.099886,0.252857,14.7496,2.8300,NULL,2018-10-08
2018-10-04,3.95,4.01,4.00,AAPL,226.91,2018-11-16,0.10411,215.00,206,6867,912,11854,16.00,15.93,16.10,3.90,3.88,3.95,0.30450,0.30659,0.30869,0.30171,0.30264,0.30369,0.30473,0.02250,0.00000,-0.017691,0.729536,0.015049,-0.112907,0.238826,0.155680,-0.171846,-0.096447,0.247490,16.4437,2.1098,NULL,2018-10-09
2018-10-04,3.95,4.01,4.00,AAPL,218.90,2018-11-16,0.10137,215.00,671,6899,2432,12254,11.45,11.56,11.60,7.50,7.61,7.70,0.33817,0.34094,0.34371,0.34230,0.33814,0.34183,0.34552,0.02270,0.00000,-0.015050,0.588463,0.016382,-0.137900,0.270767,0.118790,-0.130189,-0.125784,0.283256,11.3185,5.1720,NULL,2018-10-10
2018-10-04,3.95,4.01,4.00,AAPL,215.89,2018-11-16,0.09863,215.00,3935,7387,3585,12603,10.05,10.05,10.25,9.20,9.13,9.35,0.35424,0.35795,0.36167,0.35441,0.35700,0.35979,0.36258,0.02270,0.00000,-0.015837,0.538441,0.016612,-0.144202,0.269080,0.104676,-0.114305,-0.133000,0.289274,9.5130,6.4212,NULL,2018-10-11
2018-10-04,3.95,4.01,4.00,AAPL,220.99,2018-11-16,0.09589,215.00,1227,8171,2101,14027,12.15,12.08,12.25,6.15,6.07,6.25,0.32678,0.32871,0.33064,0.32391,0.32715,0.32908,0.33101,0.02280,0.00000,-0.015488,0.628146,0.017137,-0.133347,0.258398,0.121456,-0.132715,-0.120066,0.275277,12.2861,4.0589,NULL,2018-10-12
2018-10-04,3.95,4.01,4.00,AAPL,218.49,2018-11-16,0.08767,215.00,1596,8423,3447,14446,10.35,10.33,10.45,6.90,6.86,7.00,0.33110,0.33308,0.33507,0.33049,0.33210,0.33408,0.33607,0.02310,0.00000,-0.017244,0.585068,0.018317,-0.143555,0.251652,0.102946,-0.111739,-0.130582,0.279568,10.3994,4.7314,NULL,2018-10-15
2018-10-04,3.95,4.01,4.00,AAPL,222.46,2018-11-16,0.08493,215.00,887,9352,568,15941,12.45,12.13,12.55,5.00,4.64,5.05,0.32036,0.32248,0.32460,0.30663,0.32198,0.32303,0.32409,0.02300,0.00000,-0.020141,0.666321,0.018377,-0.132971,0.235584,0.115525,-0.125532,-0.116901,0.270906,12.8551,3.1335,NULL,2018-10-16
2018-10-04,3.95,4.01,4.00,AAPL,221.07,2018-11-16,0.08219,215.00,242,9584,841,15976,11.40,11.36,11.50,5.35,5.31,5.40,0.32082,0.32291,0.32500,0.31897,0.32045,0.32149,0.32254,0.02300,0.00000,-0.018422,0.637084,0.018643,-0.141407,0.239051,0.106354,-0.115426,-0.126728,0.271493,11.7331,3.4726,NULL,2018-10-17
2018-10-04,3.95,4.01,4.00,AAPL,216.14,2018-11-16,0.07945,215.00,18427,9640,15405,16123,8.90,8.93,8.95,7.90,7.91,7.95,0.34489,0.34592,0.34696,0.34625,0.34567,0.34671,0.34774,0.02320,0.00000,-0.014807,0.539513,0.018912,-0.156007,0.241729,0.085496,-0.092377,-0.144807,0.280660,8.5718,5.3840,NULL,2018-10-18
2018-10-04,3.95,4.01,4.00,AAPL,219.74,2018-11-16,0.07671,215.00,2769,24322,3004,28972,10.65,10.37,10.80,6.10,5.76,6.15,0.33828,0.34146,0.34464,0.32630,0.34090,0.34196,0.34302,0.02190,0.00000,-0.016404,0.610993,0.019413,-0.149417,0.231103,0.094980,-0.102698,-0.136429,0.284617,10.8271,4.0099,NULL,2018-10-19
2018-10-04,3.95,4.01,4.00,AAPL,221.78,2018-11-16,0.06849,215.00,827,25243,3274,28915,11.70,11.57,11.80,5.00,4.90,5.10,0.34704,0.34940,0.35176,0.34074,0.34555,0.34790,0.35024,0.02180,0.00000,-0.021843,0.651304,0.018801,-0.162606,0.212117,0.090953,-0.098660,-0.146736,0.289705,12.0180,3.1252,NULL,2018-10-22
2018-10-04,3.95,4.01,4.00,AAPL,223.18,2018-11-16,0.06575,215.00,1571,25189,10093,29734,12.85,12.81,13.00,4.80,4.80,4.90,0.36675,0.37034,0.37394,0.36472,0.36467,0.36707,0.36946,0.02210,0.00000,-0.018648,0.669659,0.017437,-0.173125,0.208520,0.089781,-0.098002,-0.157890,0.311546,13.3086,3.0642,NULL,2018-10-23
