transact_date,transact_pbidpx,transact_pvalue,transact_paskpx,ticker,stkpx,expirdate,yte,strike,cvolu,coi,pvolu,poi,cbidpx,cvalue,caskpx,pbidpx,pvalue,paskpx,cbidiv,cmidiv,caskiv,smoothsmvvol,pbidiv,pmidiv,paskiv,irate,divrate,residualratedata,delta,gamma,theta,vega,rho,phi,driftlesstheta,extvol,extctheo,extptheo,spot_px,trade_date,period_pnl,stoplossdate,stoplosstrigered,cumulative_pnl
2017-01-03,1.27,1.28,1.29,AAL,46.76,2017-02-17,0.00000,43.00,291,1095,1,1171,3.70,3.78,3.80,0.00,0.00,0.03,0.00000,0.00000,0.00000,1.37830,0.00000,0.00000,0.00000,0.00500,0.00000,-9.999999,1.000000,0.000000,-2.758819,0.000000,0.000010,-0.000011,-0.000015,1.947860,4.2456,0.0000,NULL,2017-02-17,1.28,NULL,NULL,6.89
2017-01-31,1.28,1.29,1.29,AAL,41.61,2017-03-17,0.00000,42.00,2762,2272,887,3455,0.01,0.00,0.01,0.36,0.40,0.44,1.41885,1.41885,1.41885,0.88480,0.00000,1.05723,2.11446,0.00710,0.00000,6.631882,0.011354,0.169350,-0.305796,0.000059,0.000000,0.000000,-0.314044,1.394040,0.1196,0.1045,NULL,2017-03-17,0.89,NULL,NULL,7.78
2017-03-07,0.85,0.88,0.87,AAL,45.30,2017-04-21,0.00000,42.00,582,5246,2,3911,3.25,3.33,3.35,0.00,0.00,0.02,0.00000,0.00000,0.00000,1.10468,0.00000,0.00000,0.00000,0.00720,0.00000,-9.999999,1.000000,0.000000,-2.796511,0.000000,0.000011,-0.000012,-0.000018,2.690290,3.7802,0.0000,NULL,2017-04-21,0.88,NULL,NULL,8.66
2017-04-07,0.86,0.85,0.87,AAL,45.21,2017-05-19,0.00000,39.00,4,24,7,2473,6.15,6.21,6.35,0.00,0.00,0.02,0.00000,0.00000,0.00000,1.20389,0.00000,0.00000,0.00000,0.00710,0.00000,1.780444,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.375196,6.6622,0.0000,NULL,2017-05-19,0.85,NULL,NULL,9.51
2017-05-02,1.09,1.11,1.11,AAL,48.71,2017-06-16,0.00000,42.00,2,305,10,2016,6.60,6.71,6.90,0.00,0.00,0.01,0.00000,0.00000,0.00000,1.64910,0.00000,0.00000,0.00000,0.00850,0.00000,0.000000,1.000000,0.000000,-0.000978,0.000000,0.000011,-0.000013,0.000000,1.028830,7.1933,0.0000,NULL,2017-06-16,1.11,NULL,NULL,10.62
2017-05-16,1.04,1.09,1.12,AAL,50.47,2017-06-30,0.00000,45.00,63,123,24,426,5.40,5.48,5.55,0.00,0.00,0.06,0.00000,0.00000,0.00000,0.68012,0.00000,0.00000,0.00000,0.00840,0.00000,-4.247223,1.000000,0.000000,-0.524607,0.000000,0.000012,-0.000013,-0.000001,1.925880,5.9798,0.0000,NULL,2017-06-30,1.09,NULL,NULL,11.71
2017-06-07,0.94,0.95,0.95,AAL,51.90,2017-07-21,0.00000,48.00,29,526,1,3217,3.85,3.91,3.90,0.00,0.00,0.01,0.00000,0.00000,0.00000,0.66215,0.00000,0.00000,0.00000,0.01000,0.00000,-4.749041,1.000000,0.000000,-0.625768,0.000000,0.000013,-0.000014,-0.000001,2.295380,4.4251,0.0000,NULL,2017-07-21,0.95,NULL,NULL,12.66
2017-07-03,0.97,1.05,1.02,AAL,45.69,2017-08-18,0.00000,47.00,106,3222,262,1899,0.01,0.00,0.02,1.28,1.31,1.41,3.03892,3.25667,3.47442,0.83990,0.00000,0.00000,0.00000,0.00970,0.00000,0.007325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.720799,0.0000,0.8582,NULL,2017-08-18,-0.26,NULL,NULL,12.40
2017-09-08,1.16,1.18,1.18,AAL,51.91,2017-10-20,0.00000,42.00,3,552,6,2041,9.55,9.94,10.50,0.00,0.00,0.05,0.00000,0.00000,0.00000,1.32811,0.00000,0.00000,0.00000,0.00990,0.00000,-9.999999,1.000000,0.000000,-23.850470,0.000000,0.000002,-0.000002,-0.000187,3.758470,10.4572,0.0000,NULL,2017-10-20,1.18,NULL,NULL,13.58
2017-10-06,1.26,1.35,1.29,AAL,47.42,2017-11-17,0.00000,49.00,3,5128,139,1969,0.01,0.00,0.01,1.35,1.59,1.84,0.00000,0.00000,0.00000,0.17418,0.00000,0.00000,0.00000,0.01080,0.00000,9.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264818,0.0000,1.1109,NULL,2017-11-17,-0.24,NULL,NULL,13.34
2017-10-31,1.32,1.34,1.36,AAL,51.07,2017-12-15,0.00000,45.00,30,180,19,15475,6.00,6.07,6.20,0.00,0.00,0.06,0.00000,0.00000,0.00000,1.94489,0.00000,0.00000,0.00000,0.01240,0.00000,0.000268,1.000000,0.000000,-0.001491,0.000000,0.000002,-0.000002,0.000000,0.405842,6.5806,0.0000,NULL,2017-12-15,1.34,NULL,NULL,14.68
2017-11-10,0.77,0.93,0.97,AAL,52.59,2017-12-22,0.00000,43.00,0,0,200,1022,7.65,9.59,11.40,0.00,0.00,0.13,0.00000,0.00000,0.00000,2.11457,0.00000,0.00000,0.00000,0.01150,0.00000,0.000000,1.000000,0.000000,-0.001355,0.000000,0.000002,-0.000002,0.000000,0.417097,10.1159,0.0000,NULL,2017-12-22,0.93,NULL,NULL,15.61
